timestamp,Q,I,F
15395.0,136.6,371.2,131328
15415.0,-60.0,317.7,4104
15434.0,128.6,365.8,131328
15454.0,-61.2,317.3,4104
15473.0,136.4,369.7,131328
15493.0,-61.0,317.3,4104
15512.0,128.3,365.2,131328
15532.0,-62.2,316.5,4104
15551.0,137.0,371.1,131328
15571.0,-61.3,317.6,4104
15590.0,128.4,365.1,131328
15610.0,-60.8,315.1,4104
15629.0,128.4,365.4,131328
15649.0,-60.7,313.7,4104
15668.0,135.2,369.5,131328
15688.0,-59.7,312.1,4104
15707.0,129.5,363.7,131328
15727.0,-61.0,310.9,4104
15746.0,130.0,362.8,131328
15766.0,-62.1,310.4,4104
15785.0,133.7,366.4,131328
15805.0,-60.4,309.7,4104
15824.0,130.8,365.3,131328
15844.0,-60.5,306.9,4104
15863.0,129.6,362.2,131328
15883.0,-61.8,305.4,4104
15902.0,129.9,363.1,131328
15922.0,-60.7,303.3,4104
15941.0,127.3,357.9,131328
15961.0,-60.2,303.5,4104
15980.0,125.1,360.6,131328
16000.0,-59.5,301.4,4104
16019.0,125.4,358.9,131328
16038.0,-61.2,300.3,4104
16058.0,123.8,355.9,131328
16077.0,-60.3,297.1,4104
16097.0,125.8,354.0,131328
16116.0,-60.6,296.2,4104
16136.0,129.8,356.8,131328
16155.0,-60.2,295.0,4104
16175.0,122.3,352.0,131328
16194.0,-60.9,294.1,4104
16214.0,129.7,354.2,131328
16233.0,-62.2,293.1,4104
16253.0,124.8,351.1,131328
16272.0,-60.7,292.4,4104
16292.0,127.3,355.4,131328
16311.0,-60.5,291.5,4104
16331.0,123.6,350.5,131328
16350.0,-61.8,289.9,4104
16370.0,122.0,351.7,131328
16389.0,-62.0,290.3,4104
16409.0,122.9,349.3,131328
16428.0,-61.0,288.0,4104
16448.0,123.1,349.1,131328
16467.0,-62.5,287.6,4104
16487.0,127.7,352.3,131328
16506.0,-59.2,286.6,4104
16526.0,121.0,350.1,131328
16545.0,-60.3,285.9,4104
16565.0,122.0,349.3,131328
16584.0,-59.7,284.4,4104
16604.0,120.8,345.7,131328
16623.0,-60.5,283.9,4104
16643.0,121.3,346.0,131328
16662.0,-61.8,283.9,4104
16682.0,127.0,348.3,131328
16701.0,-61.7,283.1,4104
16721.0,126.9,349.9,131328
16740.0,-60.8,281.1,4104
16760.0,120.8,344.7,131328
16779.0,-60.8,280.5,4104
16799.0,126.0,346.6,131328
16818.0,-60.8,278.8,4104
16838.0,120.2,344.0,131328
16857.0,-60.4,279.1,4104
16877.0,122.7,346.8,131328
16896.0,-61.7,277.2,4104
16916.0,119.8,345.2,131328
16935.0,-62.1,276.3,4104
16955.0,124.1,344.4,131328
16974.0,-61.7,274.4,4104
16994.0,117.7,340.3,131328
17013.0,-61.2,275.1,4104
17033.0,116.0,339.7,131328
17052.0,-60.8,274.5,4104
17072.0,116.6,341.1,131328
17091.0,-61.6,273.9,4104
17111.0,117.1,343.2,131328
17130.0,-61.8,273.5,4104
17150.0,124.5,344.8,131328
17169.0,-60.7,273.5,4104
17189.0,119.2,340.5,131328
17208.0,-62.5,271.7,4104
17228.0,117.3,338.9,131328
17247.0,-61.8,271.1,4104
17267.0,125.1,341.9,131328
17286.0,-61.2,270.1,4104
17306.0,117.9,339.5,131328
17325.0,-62.2,269.9,4104
17345.0,115.7,338.6,131328
17364.0,-62.4,270.1,4104
17384.0,119.2,340.3,131328
17403.0,-63.0,269.0,4104
17423.0,115.9,337.4,131328
17442.0,-62.2,268.8,4104
17461.0,119.2,342.0,131328
17481.0,-62.4,269.5,4104
17500.0,123.0,342.9,131328
17520.0,-62.5,268.1,4104
17539.0,116.6,336.8,131328
17559.0,-62.2,268.1,4104
17578.0,115.8,339.8,131328
17598.0,-62.8,266.2,4104
17617.0,114.5,336.2,131328
17637.0,-63.0,266.0,4104
17656.0,121.7,342.1,131328
17676.0,-61.0,264.5,4104
17695.0,116.2,336.2,131328
17715.0,-62.7,265.2,4104
17734.0,115.7,339.1,131328
17754.0,-62.1,265.6,4104
17773.0,121.1,339.9,131328
17793.0,-62.2,264.7,4104
17812.0,122.1,338.9,131328
17832.0,-62.2,263.1,4104
17851.0,121.1,340.7,131328
17871.0,-61.4,264.0,4104
17890.0,113.4,335.0,131328
17910.0,-61.6,261.8,4104
17929.0,115.5,335.2,131328
17949.0,-63.2,262.1,4104
17968.0,119.4,339.2,131328
17988.0,-60.2,262.3,4104
18007.0,113.0,334.4,131328
18027.0,-63.0,262.5,4104
18046.0,115.1,337.8,131328
18066.0,-60.9,264.0,4104
18085.0,121.6,339.2,131328
18105.0,-61.1,262.5,4104
18124.0,115.2,338.2,131328
18144.0,-61.2,262.9,4104
18163.0,116.1,336.2,131328
18183.0,-61.8,265.6,4104
18202.0,121.8,340.5,131328
18222.0,-61.8,265.6,4104
18241.0,116.5,339.5,131328
18261.0,-61.3,266.1,4104
18280.0,119.6,339.3,131328
18300.0,-62.4,266.9,4104
18319.0,119.4,341.6,131328
18339.0,-61.4,266.5,4104
18358.0,119.7,342.1,131328
18378.0,-62.0,268.0,4104
18397.0,116.0,339.3,131328
18417.0,-62.0,269.6,4104
18436.0,122.8,341.9,131328
18456.0,-60.3,267.8,4104
18475.0,115.5,340.5,131328
18495.0,-61.2,270.2,4104
18514.0,122.7,342.4,131328
18534.0,-62.5,271.4,4104
18553.0,115.7,338.5,131328
18573.0,-61.8,272.3,4104
18592.0,123.4,343.3,131328
18612.0,-60.9,272.4,4104
18631.0,118.3,343.8,131328
18651.0,-61.6,275.1,4104
18670.0,122.6,345.6,131328
18690.0,-60.7,274.7,4104
18709.0,118.5,344.4,131328
18729.0,-61.7,274.7,4104
18748.0,118.3,341.9,131328
18768.0,-59.1,275.4,4104
18787.0,120.2,343.0,131328
18807.0,-60.7,275.8,4104
18826.0,119.2,342.5,131328
18846.0,-62.0,276.0,4104
18865.0,124.6,346.4,131328
18884.0,-62.2,276.8,4104
18904.0,122.6,344.4,131328
18923.0,-61.6,277.7,4104
18943.0,125.4,347.6,131328
18962.0,-60.9,277.8,4104
18982.0,121.6,344.2,131328
19001.0,-61.2,280.3,4104
19021.0,125.6,347.2,131328
19040.0,-59.9,280.5,4104
19060.0,121.0,344.2,131328
19079.0,-60.7,282.1,4104
19099.0,119.5,348.3,131328
19118.0,-62.5,282.7,4104
19138.0,119.4,345.8,131328
19157.0,-61.5,284.6,4104
19177.0,127.1,349.6,131328
19196.0,-60.9,284.5,4104
19216.0,124.0,350.3,131328
19235.0,-60.7,284.4,4104
19255.0,126.0,350.1,131328
19274.0,-59.4,285.4,4104
19294.0,123.3,348.7,131328
19313.0,-61.7,287.4,4104
19333.0,126.8,353.6,131328
19352.0,-61.8,288.7,4104
19372.0,120.6,347.6,131328
19391.0,-61.6,289.0,4104
19411.0,128.6,353.4,131328
19430.0,-60.2,290.3,4104
19450.0,122.6,353.7,131328
19469.0,-60.5,291.5,4104
19489.0,122.8,351.3,131328
19508.0,-61.4,291.9,4104
19528.0,123.4,354.9,131328
19547.0,-62.0,294.2,4104
19567.0,125.3,356.4,131328
19586.0,-61.7,294.6,4104
19606.0,124.9,353.5,131328
19625.0,-61.0,294.4,4104
19645.0,123.7,355.4,131328
19664.0,-61.8,296.0,4104
19684.0,125.9,353.8,131328
19703.0,-61.1,294.9,4104
19723.0,124.5,356.2,131328
19742.0,-60.9,295.5,4104
19762.0,121.6,352.3,131328
19781.0,-60.8,297.0,4104
19801.0,124.3,356.5,131328
19820.0,-61.7,298.6,4104
19840.0,123.0,353.5,131328
19859.0,-60.5,299.2,4104
19879.0,131.2,358.5,131328
19898.0,-61.0,299.9,4104
19918.0,126.3,355.4,131328
19937.0,-60.4,301.4,4104
19957.0,124.5,357.5,131328
19976.0,-61.6,301.7,4104
19996.0,125.0,356.4,131328
20015.0,-62.0,303.1,4104
20035.0,124.9,357.0,131328
20054.0,-61.4,303.9,4104
20074.0,132.2,363.8,131328
20093.0,-60.1,303.5,4104
20113.0,129.8,360.7,131328
20132.0,-60.7,304.6,4104
20152.0,127.5,359.3,131328
20171.0,-61.9,306.8,4104
20191.0,125.0,358.5,131328
20210.0,-61.4,305.4,4104
20230.0,132.8,362.8,131328
20249.0,-60.3,304.9,4104
20269.0,128.1,363.4,131328
20288.0,-60.3,304.5,4104
20307.0,128.1,359.4,131328
20327.0,-62.0,305.5,4104
20346.0,125.1,357.7,131328
