ax,ay,az
38250,-0.01,0.37,0.91
38259,-0.01,0.39,0.92
38269,-0.01,0.38,0.91
38278,-0.01,0.38,0.91
38288,-0.02,0.38,0.92
38298,-0.02,0.38,0.93
38307,-0.02,0.38,0.93
38317,-0.01,0.37,0.92
38326,-0.01,0.37,0.92
38336,-0.01,0.36,0.92
38346,-0.01,0.37,0.92
38355,-0.01,0.37,0.92
38365,-0.01,0.38,0.92
38375,-0.01,0.38,0.92
38384,-0.02,0.38,0.93
38394,-0.02,0.37,0.93
38403,-0.01,0.37,0.93
38413,-0.01,0.37,0.93
38423,-0.01,0.37,0.92
38432,-0.01,0.37,0.92
38442,-0.01,0.38,0.92
38451,-0.01,0.38,0.91
38461,-0.01,0.38,0.91
38471,-0.01,0.38,0.91
38480,-0.01,0.38,0.92
38490,-0.02,0.38,0.92
38500,-0.02,0.38,0.92
38509,-0.01,0.38,0.92
38519,-0.01,0.38,0.92
38528,-0.01,0.38,0.92
38538,-0.01,0.38,0.92
38548,-0.01,0.37,0.92
38557,-0.02,0.37,0.92
38567,-0.02,0.38,0.93
38576,-0.02,0.38,0.93
38586,-0.02,0.37,0.92
38596,-0.01,0.37,0.91
38605,-0.01,0.37,0.92
38615,-0.02,0.37,0.92
38625,-0.02,0.37,0.92
38634,-0.02,0.38,0.92
38644,-0.02,0.38,0.92
38653,-0.01,0.38,0.92
38663,-0.01,0.38,0.92
38673,-0.01,0.38,0.92
38682,-0.01,0.37,0.92
38692,-0.01,0.37,0.93
38701,-0.01,0.37,0.93
38711,-0.01,0.37,0.93
38721,-0.01,0.37,0.92
38730,-0.01,0.37,0.92
38740,-0.01,0.38,0.92
38750,-0.01,0.38,0.92
38759,-0.01,0.38,0.92
38769,-0.01,0.37,0.92
38778,-0.01,0.37,0.92
38788,-0.01,0.38,0.92
38798,-0.01,0.38,0.92
38807,-0.01,0.38,0.92
38817,-0.01,0.38,0.92
38826,-0.01,0.38,0.92
38836,-0.01,0.37,0.92
38846,-0.01,0.37,0.92
38855,-0.02,0.37,0.92
38865,-0.02,0.37,0.93
38875,-0.02,0.37,0.93
38884,-0.01,0.37,0.92
38894,-0.01,0.37,0.92
38903,-0.01,0.37,0.92
38913,-0.01,0.37,0.92
38923,-0.01,0.37,0.92
38932,-0.01,0.37,0.92
38942,-0.01,0.38,0.92
38951,-0.01,0.38,0.92
38961,-0.01,0.38,0.92
38971,-0.01,0.37,0.92
38980,-0.01,0.37,0.92
38990,-0.01,0.37,0.92
39000,-0.01,0.37,0.92
39009,-0.01,0.36,0.91
39019,-0.01,0.37,0.92
39028,-0.01,0.39,0.93
39038,-0.01,0.38,0.92
39048,-0.01,0.38,0.91
39057,-0.01,0.38,0.92
39067,-0.01,0.38,0.92
39076,-0.01,0.38,0.92
39086,-0.00,0.37,0.92
39096,-0.01,0.36,0.92
39105,-0.01,0.37,0.92
39115,-0.01,0.37,0.92
39125,-0.01,0.37,0.92
39134,-0.01,0.37,0.92
39144,-0.01,0.37,0.92
39153,-0.01,0.37,0.92
39163,-0.01,0.37,0.93
39173,-0.01,0.37,0.93
39182,-0.01,0.37,0.93
39192,-0.01,0.36,0.93
39201,-0.01,0.36,0.93
39211,-0.01,0.37,0.92
39221,-0.00,0.37,0.92
39230,-0.00,0.38,0.91
39240,-0.00,0.38,0.91
39250,-0.00,0.37,0.91
39259,-0.00,0.38,0.92
39269,-0.01,0.38,0.93
39278,-0.01,0.38,0.93
39288,-0.01,0.37,0.92
39298,-0.00,0.37,0.92
39307,-0.00,0.37,0.92
39317,-0.00,0.37,0.91
39326,-0.01,0.37,0.92
39336,-0.01,0.37,0.93
39346,-0.01,0.37,0.93
39355,-0.01,0.36,0.92
39365,-0.01,0.36,0.92
39375,-0.01,0.36,0.93
39384,-0.01,0.36,0.93
39394,-0.01,0.36,0.93
39403,-0.01,0.36,0.93
39413,-0.01,0.36,0.93
39423,-0.00,0.36,0.92
39432,-0.00,0.36,0.93
39442,-0.00,0.36,0.93
39451,-0.01,0.37,0.93
39461,-0.01,0.36,0.93
39471,-0.01,0.36,0.93
39480,-0.01,0.35,0.93
39490,-0.01,0.35,0.93
39500,-0.01,0.35,0.93
39509,-0.00,0.35,0.93
39519,0.00,0.36,0.93
39528,0.00,0.36,0.92
39538,0.00,0.37,0.92
39548,0.00,0.37,0.92
39557,0.00,0.37,0.92
39567,0.00,0.37,0.92
39576,0.00,0.36,0.92
39586,-0.00,0.36,0.92
39596,-0.00,0.35,0.93
39605,-0.00,0.35,0.93
39615,-0.00,0.36,0.93
39625,0.00,0.36,0.93
39634,0.00,0.36,0.93
39644,0.00,0.36,0.93
39653,0.00,0.36,0.93
39663,-0.00,0.36,0.93
39673,-0.00,0.36,0.93
39682,-0.01,0.36,0.93
39692,-0.01,0.36,0.93
39701,-0.01,0.36,0.93
39711,-0.01,0.36,0.93
39721,-0.01,0.36,0.93
39730,-0.00,0.36,0.92
39740,0.00,0.36,0.92
39750,0.00,0.36,0.92
39759,-0.00,0.36,0.92
39769,-0.01,0.36,0.93
39778,-0.01,0.36,0.93
39788,-0.01,0.36,0.93
39798,-0.01,0.36,0.93
39807,-0.01,0.36,0.93
39817,-0.01,0.35,0.93
39826,-0.01,0.36,0.93
39836,-0.01,0.36,0.93
39846,-0.01,0.36,0.92
39855,-0.01,0.36,0.92
39865,-0.02,0.36,0.93
39875,-0.02,0.37,0.93
39884,-0.01,0.37,0.93
39894,-0.01,0.36,0.92
39903,-0.01,0.36,0.92
39913,-0.01,0.35,0.92
39923,-0.01,0.36,0.92
39932,-0.01,0.36,0.92
39942,-0.01,0.36,0.93
39951,-0.01,0.36,0.93
39961,-0.01,0.36,0.93
39971,-0.02,0.36,0.93
39980,-0.02,0.36,0.94
39990,-0.02,0.36,0.94
40000,-0.02,0.35,0.94
40009,-0.02,0.35,0.94
40019,-0.01,0.35,0.93
40028,-0.01,0.35,0.93
40038,-0.01,0.35,0.93
40048,-0.01,0.36,0.92
40057,-0.01,0.36,0.92
40067,-0.01,0.36,0.92
40076,-0.01,0.36,0.92
40086,-0.02,0.36,0.92
40096,-0.02,0.37,0.93
40105,-0.02,0.37,0.93
40115,-0.02,0.36,0.92
40125,-0.02,0.35,0.93
40134,-0.02,0.36,0.94
40144,-0.02,0.35,0.94
40153,-0.02,0.35,0.93
40163,-0.02,0.35,0.93
40173,-0.02,0.35,0.93
40182,-0.02,0.35,0.93
40192,-0.02,0.35,0.93
40201,-0.02,0.35,0.93
40211,-0.02,0.35,0.93
40221,-0.02,0.35,0.93
40230,-0.03,0.35,0.93
40240,-0.03,0.35,0.93
40250,-0.02,0.35,0.93
40259,-0.02,0.35,0.93
40269,-0.03,0.35,0.94
40278,-0.03,0.35,0.94
40288,-0.03,0.35,0.94
40298,-0.03,0.35,0.94
40307,-0.03,0.35,0.93
40317,-0.03,0.35,0.93
40326,-0.03,0.35,0.93
40336,-0.02,0.35,0.92
40346,-0.02,0.35,0.92
40355,-0.02,0.35,0.92
40365,-0.02,0.36,0.93
40375,-0.02,0.36,0.93
40384,-0.03,0.36,0.93
40394,-0.03,0.36,0.93
40403,-0.02,0.36,0.93
40413,-0.02,0.35,0.93
40423,-0.02,0.35,0.93
40432,-0.02,0.35,0.93
40442,-0.03,0.34,0.93
40451,-0.03,0.35,0.93
40461,-0.03,0.35,0.93
40471,-0.03,0.36,0.93
40480,-0.02,0.36,0.93
40490,-0.02,0.36,0.93
40500,-0.03,0.36,0.94
40509,-0.03,0.35,0.94
40519,-0.03,0.34,0.94
40528,-0.03,0.34,0.93
40538,-0.03,0.34,0.93
40548,-0.03,0.34,0.93
40557,-0.03,0.34,0.93
40567,-0.03,0.35,0.93
40576,-0.03,0.35,0.93
40586,-0.03,0.35,0.93
40596,-0.03,0.35,0.93
40605,-0.03,0.35,0.93
40615,-0.03,0.35,0.93
40625,-0.03,0.34,0.93
40634,-0.03,0.34,0.93
40644,-0.04,0.34,0.93
40653,-0.04,0.34,0.93
40663,-0.04,0.34,0.93
40673,-0.04,0.35,0.93
40682,-0.04,0.35,0.94
40692,-0.04,0.34,0.93
40701,-0.04,0.34,0.93
40711,-0.04,0.35,0.93
40721,-0.04,0.35,0.93
40730,-0.03,0.35,0.93
40740,-0.03,0.35,0.92
40750,-0.03,0.34,0.92
40759,-0.03,0.34,0.92
40769,-0.03,0.35,0.92
40778,-0.03,0.35,0.93
40788,-0.04,0.35,0.93
40798,-0.04,0.35,0.94
40807,-0.04,0.35,0.94
40817,-0.04,0.35,0.94
40826,-0.04,0.35,0.94
40836,-0.04,0.34,0.94
40846,-0.04,0.34,0.94
40855,-0.04,0.34,0.94
40865,-0.05,0.33,0.94
40875,-0.05,0.34,0.94
40884,-0.04,0.34,0.93
40894,-0.04,0.35,0.93
40903,-0.04,0.35,0.93
40913,-0.04,0.35,0.92
40923,-0.04,0.35,0.93
40932,-0.04,0.35,0.93
40942,-0.04,0.35,0.93
40951,-0.04,0.35,0.93
40961,-0.04,0.35,0.93
40971,-0.05,0.35,0.93
40980,-0.04,0.35,0.93
40990,-0.04,0.35,0.93
41000,-0.04,0.35,0.93
41009,-0.04,0.34,0.93
41019,-0.04,0.34,0.93
41028,-0.04,0.34,0.93
41038,-0.04,0.34,0.93
41048,-0.04,0.34,0.93
41057,-0.04,0.34,0.93
41067,-0.04,0.34,0.93
41076,-0.04,0.35,0.93
41086,-0.04,0.35,0.93
41096,-0.05,0.35,0.94
41105,-0.05,0.35,0.93
41115,-0.05,0.35,0.94
41125,-0.05,0.34,0.94
41134,-0.05,0.34,0.94
41144,-0.05,0.34,0.94
41153,-0.05,0.34,0.94
41163,-0.05,0.34,0.93
41173,-0.05,0.34,0.93
41182,-0.05,0.35,0.93
41192,-0.04,0.35,0.93
41201,-0.04,0.35,0.92
41211,-0.04,0.35,0.93
41221,-0.04,0.35,0.93
41230,-0.04,0.34,0.93
41240,-0.04,0.35,0.93
41250,-0.04,0.35,0.93
41259,-0.05,0.35,0.93
41269,-0.05,0.35,0.93
41278,-0.05,0.35,0.93
41288,-0.05,0.35,0.93
41298,-0.05,0.34,0.93
41307,-0.05,0.34,0.93
41317,-0.04,0.33,0.93
41326,-0.04,0.33,0.94
41336,-0.05,0.34,0.94
41346,-0.05,0.35,0.94
41355,-0.06,0.35,0.94
41365,-0.05,0.35,0.94
41375,-0.05,0.35,0.94
41384,-0.04,0.34,0.93
41394,-0.04,0.34,0.93
41403,-0.04,0.34,0.93
41413,-0.04,0.34,0.93
41423,-0.05,0.35,0.93
41432,-0.04,0.35,0.93
41442,-0.04,0.35,0.93
41451,-0.04,0.35,0.93
41461,-0.04,0.35,0.93
41471,-0.05,0.35,0.93
41480,-0.05,0.35,0.93
41490,-0.05,0.35,0.93
41500,-0.05,0.35,0.93
41509,-0.05,0.35,0.93
41519,-0.05,0.35,0.93
41528,-0.05,0.35,0.93
41538,-0.05,0.35,0.93
41548,-0.05,0.35,0.94
41557,-0.05,0.35,0.93
41567,-0.05,0.35,0.94
41576,-0.05,0.34,0.94
41586,-0.05,0.34,0.93
41596,-0.05,0.34,0.93
41605,-0.05,0.34,0.93
41615,-0.04,0.35,0.93
41625,-0.04,0.35,0.93
41634,-0.04,0.35,0.93
41644,-0.04,0.35,0.93
41653,-0.05,0.34,0.93
41663,-0.05,0.35,0.94
41673,-0.05,0.35,0.94
41682,-0.05,0.35,0.94
41692,-0.05,0.35,0.93
41701,-0.05,0.34,0.93
41711,-0.05,0.34,0.93
41721,-0.05,0.34,0.93
41730,-0.05,0.34,0.93
41740,-0.05,0.34,0.93
41750,-0.05,0.35,0.93
41759,-0.05,0.35,0.93
41769,-0.05,0.35,0.93
41778,-0.05,0.36,0.93
41788,-0.05,0.36,0.93
41798,-0.05,0.35,0.93
41807,-0.05,0.35,0.93
41817,-0.04,0.34,0.93
41826,-0.05,0.34,0.93
41836,-0.05,0.34,0.93
41846,-0.05,0.34,0.93
41855,-0.05,0.34,0.93
41865,-0.05,0.34,0.93
41875,-0.05,0.34,0.93
41884,-0.05,0.34,0.93
41894,-0.04,0.35,0.93
41903,-0.04,0.35,0.93
41913,-0.04,0.34,0.93
41923,-0.05,0.34,0.93
41932,-0.05,0.34,0.93
41942,-0.05,0.34,0.94
41951,-0.05,0.35,0.94
41961,-0.05,0.35,0.94
41971,-0.05,0.34,0.94
41980,-0.06,0.34,0.94
41990,-0.05,0.34,0.94
42000,-0.05,0.34,0.94
42009,-0.05,0.34,0.93
42019,-0.05,0.35,0.93
42028,-0.05,0.35,0.92
42038,-0.05,0.35,0.92
42048,-0.05,0.35,0.92
42057,-0.04,0.36,0.92
42067,-0.04,0.35,0.93
42076,-0.04,0.35,0.93
42086,-0.05,0.35,0.93
42096,-0.05,0.34,0.94
42105,-0.05,0.34,0.93
42115,-0.05,0.35,0.93
42125,-0.05,0.35,0.93
42134,-0.05,0.35,0.93
42144,-0.05,0.35,0.93
42153,-0.04,0.35,0.94
42163,-0.05,0.34,0.94
42173,-0.05,0.34,0.93
42182,-0.05,0.34,0.93
42192,-0.04,0.34,0.93
42201,-0.04,0.35,0.93
42211,-0.05,0.35,0.93
42221,-0.05,0.36,0.93
42230,-0.04,0.35,0.93
42240,-0.04,0.35,0.93
42250,-0.04,0.35,0.93
42259,-0.04,0.35,0.93
42269,-0.04,0.34,0.93
42278,-0.04,0.35,0.93
42288,-0.04,0.35,0.93
42298,-0.04,0.35,0.93
42307,-0.04,0.35,0.92
42317,-0.05,0.34,0.92
42326,-0.05,0.35,0.93
42336,-0.05,0.35,0.94
42346,-0.05,0.35,0.93
42355,-0.05,0.34,0.93
42365,-0.05,0.35,0.93
42375,-0.05,0.35,0.93
42384,-0.04,0.35,0.93
42394,-0.04,0.35,0.93
42403,-0.04,0.35,0.93
42413,-0.04,0.34,0.93
42423,-0.05,0.34,0.93
42432,-0.05,0.35,0.94
42442,-0.05,0.35,0.94
42451,-0.04,0.35,0.94
42461,-0.04,0.34,0.94
42471,-0.03,0.34,0.93
42480,-0.03,0.34,0.93
42490,-0.03,0.34,0.93
42500,-0.04,0.34,0.93
42509,-0.04,0.35,0.93
42519,-0.04,0.35,0.93
42528,-0.04,0.35,0.93
42538,-0.03,0.35,0.93
42548,-0.03,0.35,0.93
42557,-0.03,0.35,0.93
42567,-0.03,0.35,0.92
42576,-0.04,0.35,0.93
42586,-0.03,0.35,0.93
42596,-0.03,0.36,0.92
42605,-0.04,0.36,0.93
42615,-0.04,0.35,0.93
42625,-0.03,0.35,0.93
42634,-0.04,0.35,0.94
42644,-0.04,0.35,0.94
42653,-0.03,0.34,0.94
42663,-0.03,0.34,0.93
42673,-0.03,0.34,0.93
42682,-0.02,0.34,0.92
42692,-0.02,0.35,0.92
42701,-0.03,0.35,0.93
42711,-0.03,0.36,0.93
42721,-0.04,0.35,0.93
42730,-0.04,0.34,0.93
42740,-0.03,0.34,0.93
42750,-0.03,0.34,0.93
42759,-0.03,0.34,0.93
42769,-0.02,0.35,0.93
42778,-0.02,0.35,0.93
42788,-0.03,0.35,0.93
42798,-0.03,0.35,0.94
42807,-0.03,0.35,0.94
42817,-0.03,0.35,0.93
42826,-0.03,0.35,0.93
42836,-0.03,0.35,0.93
42846,-0.02,0.35,0.93
42855,-0.02,0.35,0.93
42865,-0.02,0.35,0.93
42875,-0.02,0.35,0.93
42884,-0.02,0.35,0.93
42894,-0.03,0.35,0.93
42903,-0.02,0.35,0.93
42913,-0.02,0.35,0.93
42923,-0.01,0.35,0.92
42932,-0.01,0.35,0.92
42942,-0.01,0.35,0.92
42951,-0.01,0.36,0.92
42961,-0.02,0.36,0.93
42971,-0.02,0.35,0.93
42980,-0.02,0.35,0.93
42990,-0.02,0.35,0.94
43000,-0.02,0.34,0.94
43009,-0.01,0.34,0.93
43019,-0.01,0.34,0.93
43028,-0.01,0.34,0.93
43038,-0.01,0.35,0.93
43048,-0.02,0.35,0.93
43057,-0.01,0.35,0.93
43067,-0.01,0.36,0.93
43076,-0.01,0.36,0.93
43086,-0.01,0.35,0.93
43096,-0.02,0.34,0.93
43105,-0.02,0.34,0.93
43115,-0.02,0.35,0.94
43125,-0.02,0.35,0.94
43134,-0.02,0.34,0.93
43144,-0.02,0.35,0.93
43153,-0.01,0.36,0.93
43163,-0.01,0.36,0.93
43173,-0.01,0.36,0.93
43182,-0.01,0.36,0.92
43192,-0.01,0.36,0.92
43201,-0.01,0.35,0.92
43211,-0.01,0.35,0.93
43221,-0.01,0.35,0.93
43230,-0.01,0.35,0.93
43240,-0.02,0.35,0.94
43250,-0.02,0.35,0.94
43259,-0.02,0.35,0.94
43269,-0.02,0.35,0.94
43278,-0.01,0.35,0.93
43288,-0.01,0.35,0.93
43298,-0.01,0.35,0.93
43307,-0.01,0.36,0.93
43317,-0.01,0.36,0.92
43326,-0.01,0.36,0.92
43336,-0.00,0.36,0.92
43346,-0.01,0.36,0.92
43355,-0.01,0.36,0.92
43365,-0.01,0.36,0.93
43375,-0.01,0.36,0.93
43384,-0.01,0.36,0.93
43394,-0.01,0.36,0.93
43403,-0.01,0.35,0.93
43413,-0.01,0.35,0.93
43423,-0.01,0.35,0.94
43432,-0.02,0.35,0.93
43442,-0.01,0.35,0.92
43451,-0.01,0.35,0.93
43461,-0.01,0.36,0.93
43471,-0.01,0.36,0.93
43480,-0.01,0.36,0.93
43490,-0.01,0.36,0.93
43500,-0.01,0.35,0.93
43509,-0.01,0.36,0.93
43519,-0.01,0.36,0.93
43528,-0.01,0.36,0.93
43538,-0.01,0.36,0.93
43548,-0.01,0.36,0.93
43557,-0.01,0.36,0.93
43567,-0.01,0.36,0.93
43576,-0.01,0.35,0.93
43586,-0.01,0.36,0.92
43596,-0.01,0.36,0.93
43605,-0.01,0.37,0.93
43615,-0.01,0.37,0.93
43625,-0.01,0.36,0.93
43634,-0.01,0.36,0.93
43644,-0.01,0.35,0.93
43653,-0.00,0.35,0.93
43663,0.00,0.36,0.92
43673,0.01,0.37,0.92
43682,0.01,0.37,0.92
43692,0.00,0.37,0.92
43701,0.00,0.37,0.92
43711,-0.00,0.37,0.92
43721,-0.00,0.37,0.92
43730,0.00,0.37,0.92
43740,0.00,0.37,0.92
43750,0.00,0.37,0.92
43759,-0.00,0.38,0.92
43769,-0.00,0.37,0.92
43778,-0.01,0.37,0.92
43788,-0.01,0.37,0.92
43798,-0.01,0.36,0.92
43807,-0.01,0.37,0.92
43817,-0.01,0.37,0.92
43826,-0.00,0.37,0.92
43836,0.00,0.36,0.91
43846,-0.00,0.36,0.90
43855,-0.01,0.37,0.92
43865,-0.01,0.37,0.93
43875,-0.01,0.37,0.92
43884,-0.02,0.36,0.92
43894,-0.01,0.37,0.92
43903,-0.01,0.37,0.93
43913,-0.01,0.36,0.93
43923,-0.00,0.36,0.92
43932,0.00,0.35,0.93
43942,0.00,0.35,0.93
43951,0.01,0.35,0.93
43961,0.01,0.36,0.93
43971,0.01,0.36,0.93
43980,0.00,0.36,0.94
43990,-0.00,0.35,0.94
44000,-0.00,0.35,0.94
44009,0.00,0.35,0.94
44019,0.00,0.36,0.94
44028,0.00,0.36,0.93
44038,0.01,0.36,0.93
44048,0.01,0.37,0.92
44057,0.01,0.37,0.92
44067,0.01,0.37,0.92
44076,0.01,0.37,0.92
44086,0.01,0.36,0.92
44096,0.00,0.36,0.92
44105,0.00,0.36,0.93
44115,-0.00,0.36,0.93
44125,-0.00,0.36,0.93
44134,0.00,0.36,0.93
44144,0.00,0.36,0.93
44153,0.00,0.35,0.93
44163,-0.00,0.36,0.93
44173,-0.00,0.36,0.94
44182,-0.00,0.36,0.93
44192,-0.00,0.36,0.93
44201,-0.00,0.36,0.93
44211,-0.00,0.36,0.93
44221,-0.00,0.36,0.93
44230,0.00,0.36,0.93
44240,0.01,0.36,0.92
44250,0.00,0.36,0.92
44259,0.00,0.36,0.93
44269,0.00,0.36,0.93
44278,0.00,0.36,0.93
44288,0.00,0.35,0.94
44298,0.00,0.35,0.93
44307,0.00,0.35,0.93
44317,0.00,0.36,0.93
44326,0.00,0.36,0.93
44336,0.00,0.36,0.93
44346,0.00,0.36,0.93
44355,0.00,0.36,0.92
44365,0.01,0.36,0.92
44375,0.01,0.36,0.92
44384,0.01,0.36,0.92
44394,0.01,0.36,0.92
44403,0.00,0.36,0.93
44413,0.00,0.36,0.93
44423,0.00,0.36,0.93
44432,0.00,0.36,0.93
44442,0.00,0.36,0.93
44451,0.00,0.36,0.93
44461,0.01,0.36,0.92
44471,0.01,0.36,0.92
44480,0.01,0.36,0.92
44490,0.01,0.36,0.92
44500,0.01,0.36,0.92
44509,0.01,0.36,0.92
44519,0.00,0.36,0.93
44528,-0.00,0.35,0.93
44538,-0.00,0.36,0.94
44548,0.00,0.35,0.94
44557,0.00,0.35,0.94
44567,0.00,0.36,0.94
44576,0.00,0.36,0.94
44586,0.01,0.35,0.92
44596,0.00,0.35,0.92
44605,0.00,0.36,0.93
44615,0.00,0.36,0.93
44625,-0.00,0.36,0.92
44634,-0.00,0.36,0.92
44644,-0.00,0.37,0.93
44653,-0.00,0.36,0.93
44663,0.01,0.36,0.93
44673,0.01,0.36,0.92
44682,0.01,0.35,0.92
44692,0.01,0.35,0.92
44701,0.00,0.36,0.93
44711,0.00,0.36,0.94
44721,0.00,0.36,0.94
44730,0.00,0.35,0.94
44740,0.01,0.35,0.94
44750,0.01,0.35,0.94
44759,0.01,0.35,0.94
44769,0.01,0.35,0.93
44778,0.00,0.36,0.93
44788,0.00,0.36,0.93
44798,0.01,0.36,0.92
44807,0.01,0.36,0.92
44817,0.01,0.36,0.92
44826,0.00,0.37,0.92
44836,0.00,0.37,0.92
44846,0.00,0.37,0.92
44855,0.01,0.37,0.92
44865,0.01,0.36,0.92
44875,0.01,0.36,0.92
44884,0.01,0.36,0.92
44894,0.01,0.35,0.92
44903,0.00,0.35,0.93
44913,-0.00,0.36,0.94
44923,-0.00,0.36,0.94
44932,-0.00,0.36,0.93
44942,0.00,0.35,0.93
44951,0.00,0.35,0.93
44961,0.00,0.35,0.93
44971,0.00,0.36,0.93
44980,0.01,0.36,0.92
44990,0.01,0.36,0.93
45000,0.00,0.36,0.93
45009,0.00,0.36,0.93
45019,0.00,0.36,0.93
45028,0.00,0.36,0.93
45038,0.00,0.36,0.93
45048,-0.00,0.35,0.93
45057,0.00,0.35,0.93
45067,0.00,0.35,0.93
45076,0.01,0.35,0.93
45086,0.01,0.35,0.93
45096,0.01,0.36,0.92
45105,0.01,0.36,0.92
45115,0.01,0.36,0.93
45125,0.01,0.36,0.93
45134,0.01,0.36,0.93
45144,0.01,0.36,0.93
45153,0.01,0.36,0.92
45163,0.01,0.36,0.92
45173,0.01,0.36,0.92
45182,0.01,0.36,0.92
45192,0.01,0.35,0.93
45201,0.00,0.35,0.93
45211,0.00,0.36,0.93
45221,0.00,0.36,0.93
45230,0.00,0.36,0.93
45240,0.00,0.35,0.93
45250,0.00,0.35,0.93
45259,0.00,0.35,0.93
45269,0.00,0.35,0.93
45278,0.00,0.35,0.93
45288,0.01,0.35,0.93
45298,0.01,0.35,0.93
45307,0.00,0.35,0.93
45317,0.00,0.36,0.93
45326,0.00,0.36,0.93
45336,0.00,0.36,0.93
45346,0.00,0.35,0.93
45355,0.01,0.35,0.92
45365,0.01,0.35,0.92
45375,0.01,0.35,0.92
45384,0.00,0.36,0.93
45394,0.00,0.36,0.93
45403,-0.00,0.35,0.93
45413,-0.00,0.35,0.93
45423,-0.00,0.35,0.94
45432,-0.00,0.35,0.93
45442,0.01,0.35,0.93
45451,0.01,0.35,0.92
45461,0.01,0.35,0.91
45471,0.01,0.35,0.92
45480,0.00,0.35,0.93
45490,0.00,0.35,0.94
45500,-0.00,0.35,0.94
45509,-0.00,0.35,0.94
45519,0.00,0.34,0.94
45528,-0.00,0.35,0.94
45538,-0.00,0.34,0.94
45548,-0.00,0.34,0.94
45557,-0.00,0.34,0.94
45567,-0.00,0.33,0.94
45576,-0.00,0.34,0.93
45586,0.00,0.34,0.93
45596,0.01,0.34,0.92
45605,0.00,0.35,0.92
45615,0.00,0.35,0.93
45625,-0.01,0.35,0.93
45634,-0.01,0.35,0.93
45644,-0.01,0.35,0.94
45653,-0.00,0.35,0.94
45663,0.00,0.34,0.93
45673,0.00,0.33,0.93
45682,-0.00,0.34,0.93
45692,-0.00,0.35,0.94
45701,-0.00,0.35,0.94
45711,-0.00,0.34,0.94
45721,-0.00,0.34,0.94
45730,-0.01,0.34,0.94
45740,-0.01,0.33,0.94
45750,-0.01,0.33,0.94
45759,-0.01,0.33,0.94
45769,-0.01,0.33,0.94
45778,-0.01,0.33,0.94
45788,-0.01,0.33,0.94
45798,-0.01,0.33,0.94
45807,-0.01,0.33,0.94
45817,-0.01,0.33,0.94
45826,-0.01,0.34,0.94
45836,-0.01,0.34,0.94
45846,-0.01,0.34,0.94
45855,-0.01,0.33,0.94
45865,-0.01,0.33,0.94
45875,-0.01,0.32,0.94
45884,-0.01,0.33,0.94
45894,-0.01,0.33,0.94
45903,-0.00,0.34,0.93
45913,-0.00,0.34,0.93
45923,-0.00,0.35,0.93
45932,-0.00,0.35,0.93
45942,-0.01,0.34,0.94
45951,-0.01,0.34,0.94
45961,-0.01,0.33,0.94
45971,-0.01,0.33,0.94
45980,-0.01,0.34,0.93
45990,-0.00,0.34,0.93
46000,-0.00,0.34,0.93
46009,-0.01,0.34,0.94
46019,-0.01,0.34,0.94
46028,-0.01,0.34,0.94
46038,-0.01,0.34,0.93
46048,-0.01,0.34,0.93
46057,-0.01,0.34,0.93
46067,-0.01,0.34,0.93
46076,-0.01,0.34,0.93
46086,-0.01,0.33,0.94
46096,-0.01,0.33,0.94
46105,-0.02,0.33,0.95
46115,-0.02,0.33,0.95
46125,-0.01,0.33,0.95
46134,-0.01,0.33,0.94
46144,-0.01,0.33,0.94
46153,-0.01,0.33,0.94
46163,-0.01,0.33,0.94
46173,-0.01,0.32,0.94
46182,-0.02,0.32,0.94
46192,-0.02,0.33,0.95
46201,-0.02,0.33,0.95
46211,-0.02,0.33,0.94
46221,-0.02,0.33,0.94
46230,-0.02,0.34,0.94
46240,-0.01,0.33,0.94
46250,-0.01,0.33,0.94
46259,-0.01,0.32,0.94
46269,-0.01,0.32,0.93
46278,-0.01,0.32,0.93
46288,-0.01,0.33,0.94
46298,-0.02,0.33,0.94
46307,-0.02,0.33,0.94
46317,-0.02,0.33,0.95
46326,-0.01,0.33,0.94
46336,-0.01,0.33,0.94
46346,-0.01,0.32,0.94
46355,-0.01,0.32,0.94
46365,-0.01,0.32,0.94
46375,-0.02,0.32,0.94
46384,-0.02,0.32,0.94
46394,-0.02,0.33,0.94
46403,-0.02,0.33,0.94
46413,-0.02,0.33,0.94
46423,-0.02,0.33,0.94
46432,-0.02,0.32,0.94
46442,-0.02,0.32,0.94
46451,-0.02,0.32,0.94
46461,-0.02,0.33,0.93
46471,-0.01,0.33,0.93
46480,-0.02,0.33,0.93
46490,-0.02,0.34,0.94
46500,-0.02,0.34,0.94
46509,-0.02,0.33,0.94
46519,-0.01,0.32,0.94
46528,-0.01,0.32,0.94
46538,-0.02,0.32,0.94
46548,-0.02,0.32,0.94
46557,-0.02,0.32,0.94
46567,-0.02,0.32,0.94
46576,-0.02,0.33,0.94
46586,-0.02,0.33,0.94
46596,-0.02,0.33,0.94
46605,-0.01,0.33,0.93
46615,-0.01,0.33,0.93
46625,-0.01,0.33,0.93
46634,-0.02,0.33,0.94
46644,-0.02,0.33,0.94
46653,-0.03,0.33,0.94
46663,-0.03,0.33,0.94
46673,-0.03,0.32,0.94
46682,-0.02,0.32,0.94
46692,-0.02,0.32,0.94
46701,-0.02,0.32,0.94
46711,-0.02,0.32,0.94
46721,-0.02,0.32,0.94
46730,-0.02,0.33,0.94
46740,-0.02,0.33,0.94
