timestamp,Q,I,F
4604.0,-61.6,306.0,4104
4623.0,127.7,361.0,131328
4643.0,-62.2,306.8,4104
4662.0,124.8,358.6,131328
4682.0,-63.7,304.7,4104
4701.0,127.5,359.5,131328
4721.0,-62.6,304.6,4104
4740.0,129.0,361.1,131328
4760.0,-63.4,301.5,4104
4779.0,127.0,359.1,131328
4799.0,-62.0,302.5,4104
4818.0,131.3,360.0,131328
4838.0,-62.5,300.9,4104
4857.0,123.3,357.6,131328
4877.0,-62.0,300.3,4104
4896.0,126.9,357.9,131328
4916.0,-62.6,299.9,4104
4935.0,126.9,357.7,131328
4955.0,-62.6,298.7,4104
4974.0,129.0,360.2,131328
4994.0,-62.4,296.7,4104
5013.0,129.7,358.1,131328
5033.0,-62.8,294.8,4104
5052.0,125.6,358.5,131328
5072.0,-62.8,294.8,4104
5091.0,130.4,358.8,131328
5111.0,-63.1,294.2,4104
5130.0,129.9,358.8,131328
5150.0,-62.9,293.2,4104
5169.0,128.5,355.2,131328
5189.0,-62.3,292.1,4104
5208.0,128.4,356.4,131328
5228.0,-63.7,290.1,4104
5247.0,123.9,351.2,131328
5267.0,-63.7,289.4,4104
5286.0,123.7,354.6,131328
5306.0,-63.3,289.6,4104
5325.0,128.2,355.8,131328
5345.0,-63.1,288.0,4104
5364.0,128.3,353.6,131328
5384.0,-64.0,286.2,4104
5403.0,128.3,355.0,131328
5423.0,-62.9,286.2,4104
5442.0,121.6,352.6,131328
5461.0,-63.1,284.8,4104
5481.0,122.4,349.3,131328
5500.0,-62.0,284.0,4104
5520.0,121.6,349.0,131328
5539.0,-63.6,284.1,4104
5559.0,122.0,348.8,131328
5578.0,-62.0,281.9,4104
5598.0,122.3,351.1,131328
5617.0,-63.5,283.7,4104
5637.0,126.4,351.9,131328
5656.0,-62.0,281.7,4104
5676.0,122.4,350.7,131328
5695.0,-64.2,280.9,4104
5715.0,118.9,348.8,131328
5734.0,-63.0,280.2,4104
5754.0,120.8,349.2,131328
5773.0,-63.2,279.9,4104
5793.0,125.2,348.9,131328
5812.0,-63.4,279.9,4104
5832.0,121.5,349.7,131328
5851.0,-63.2,280.7,4104
5871.0,120.1,348.1,131328
5890.0,-63.0,277.7,4104
5910.0,120.5,345.4,131328
5929.0,-64.2,278.4,4104
5949.0,121.9,346.4,131328
5968.0,-63.9,277.8,4104
5988.0,120.4,345.4,131328
6007.0,-63.8,277.0,4104
6027.0,126.1,349.3,131328
6046.0,-63.7,277.1,4104
6066.0,125.0,349.2,131328
6085.0,-63.2,276.6,4104
6105.0,120.2,344.8,131328
6124.0,-62.1,274.9,4104
6144.0,119.6,348.0,131328
6163.0,-63.6,276.0,4104
6183.0,120.2,344.8,131328
6202.0,-63.4,275.0,4104
6222.0,117.2,345.2,131328
6241.0,-62.5,275.1,4104
6261.0,120.2,344.5,131328
6280.0,-63.2,273.3,4104
6300.0,121.6,348.4,131328
6319.0,-64.2,274.2,4104
6339.0,116.0,342.9,131328
6358.0,-63.8,274.6,4104
6378.0,120.6,345.0,131328
6397.0,-63.9,272.9,4104
6417.0,118.5,346.8,131328
6436.0,-64.1,273.2,4104
6456.0,120.4,345.7,131328
6475.0,-63.4,274.3,4104
6495.0,125.4,347.4,131328
6514.0,-63.7,274.7,4104
6534.0,123.2,347.1,131328
6553.0,-63.6,274.7,4104
6573.0,124.6,348.5,131328
6592.0,-62.8,275.0,4104
6612.0,125.3,350.1,131328
6631.0,-62.4,276.8,4104
6651.0,123.5,351.1,131328
6670.0,-62.3,277.3,4104
6690.0,121.2,350.1,131328
6709.0,-62.7,278.4,4104
6729.0,126.1,349.6,131328
6748.0,-62.5,279.0,4104
6768.0,126.3,352.6,131328
6787.0,-62.8,279.5,4104
6807.0,119.1,348.5,131328
6826.0,-62.9,281.7,4104
6846.0,119.7,351.0,131328
6865.0,-62.3,281.9,4104
6884.0,122.4,350.6,131328
6904.0,-63.4,283.8,4104
6923.0,119.3,349.7,131328
6943.0,-62.7,285.1,4104
6962.0,122.6,350.9,131328
6982.0,-63.3,286.2,4104
7001.0,119.8,350.2,131328
7021.0,-61.9,287.4,4104
7040.0,123.4,352.8,131328
7060.0,-61.4,287.5,4104
7079.0,120.8,351.9,131328
7099.0,-61.1,289.4,4104
7118.0,127.9,356.4,131328
7138.0,-62.0,290.4,4104
7157.0,129.8,359.7,131328
7177.0,-63.6,291.1,4104
7196.0,126.6,358.5,131328
7216.0,-62.9,293.2,4104
7235.0,123.6,358.7,131328
7255.0,-62.5,293.3,4104
7274.0,123.0,355.3,131328
7294.0,-63.6,294.6,4104
7313.0,130.8,360.1,131328
7333.0,-62.8,296.6,4104
7352.0,131.2,360.4,131328
7372.0,-62.4,297.0,4104
7391.0,123.9,359.2,131328
7411.0,-62.7,298.0,4104
7430.0,123.8,358.4,131328
7450.0,-62.5,298.2,4104
7469.0,131.2,360.9,131328
7489.0,-60.7,298.4,4104
7508.0,124.8,362.0,131328
7528.0,-63.2,299.1,4104
7547.0,123.5,357.9,131328
7567.0,-63.1,299.9,4104
7586.0,130.8,361.1,131328
7606.0,-62.0,300.3,4104
7625.0,124.3,360.3,131328
7645.0,-59.3,302.7,4104
7664.0,130.2,364.4,131328
7684.0,-62.3,304.1,4104
7703.0,126.2,363.0,131328
7723.0,-62.1,303.7,4104
7742.0,132.8,364.5,131328
7762.0,-61.6,306.0,4104
7781.0,125.8,363.2,131328
7801.0,-61.0,305.8,4104
7820.0,128.7,363.0,131328
7840.0,-60.3,308.2,4104
7859.0,127.9,366.8,131328
7879.0,-63.5,310.5,4104
7898.0,129.9,365.0,131328
7918.0,-62.3,310.4,4104
7937.0,133.6,368.4,131328
7957.0,-61.4,311.0,4104
7976.0,130.0,366.9,131328
7996.0,-62.2,313.4,4104
8015.0,135.7,370.3,131328
8035.0,-61.2,313.3,4104
8054.0,130.8,369.3,131328
8074.0,-61.0,315.6,4104
8093.0,131.7,370.0,131328
8113.0,-61.5,316.7,4104
8132.0,131.2,372.8,131328
8152.0,-62.6,316.0,4104
8171.0,131.1,372.9,131328
8191.0,-62.4,316.6,4104
8210.0,129.8,368.7,131328
8230.0,-61.4,318.1,4104
8249.0,134.0,374.2,131328
8269.0,-63.1,318.5,4104
8288.0,137.4,374.2,131328
8307.0,-59.8,319.2,4104
8327.0,131.6,372.7,131328
8346.0,-62.8,319.1,4104
8366.0,131.6,370.9,131328
8385.0,-62.2,320.9,4104
8405.0,129.8,372.6,131328
8424.0,-61.7,321.5,4104
8444.0,138.1,374.1,131328
8463.0,-61.3,321.7,4104
8483.0,136.5,376.1,131328
8502.0,-63.5,323.6,4104
8522.0,130.8,374.2,131328
8541.0,-61.6,324.8,4104
8561.0,130.9,371.6,131328
8580.0,-61.9,324.4,4104
8600.0,134.1,373.8,131328
8619.0,-65.1,325.6,4104
8639.0,131.3,374.0,131328
8658.0,-63.8,326.8,4104
8678.0,137.5,376.7,131328
8697.0,-62.2,327.3,4104
8717.0,133.0,374.5,131328
8736.0,-62.7,327.7,4104
8756.0,135.7,376.9,131328
8775.0,-62.5,328.8,4104
8795.0,138.7,379.3,131328
8814.0,-62.8,328.4,4104
8834.0,139.9,380.2,131328
8853.0,-63.2,331.6,4104
8873.0,133.9,380.1,131328
8892.0,-62.6,332.6,4104
8912.0,134.0,380.8,131328
8931.0,-64.4,333.1,4104
8951.0,134.7,379.3,131328
8970.0,-64.0,334.0,4104
8990.0,141.8,384.6,131328
9009.0,-63.6,335.6,4104
9029.0,141.8,383.3,131328
9048.0,-62.2,336.7,4104
9068.0,136.0,381.3,131328
9087.0,-62.2,335.9,4104
9107.0,134.4,381.2,131328
9126.0,-63.2,338.7,4104
9146.0,136.1,385.8,131328
9165.0,-64.2,338.9,4104
9185.0,135.9,382.2,131328
9204.0,-63.8,340.8,4104
9224.0,139.3,388.1,131328
9243.0,-62.8,342.1,4104
9263.0,139.2,385.6,131328
9282.0,-64.0,344.1,4104
9302.0,137.9,387.3,131328
9321.0,-65.4,346.6,4104
9341.0,138.3,390.2,131328
9360.0,-64.2,347.9,4104
9380.0,140.5,389.9,131328
9399.0,-64.8,347.2,4104
9419.0,141.2,390.1,131328
9438.0,-64.7,350.4,4104
9458.0,146.5,393.6,131328
9477.0,-63.2,351.8,4104
9497.0,145.7,396.6,131328
9516.0,-66.0,350.9,4104
9536.0,139.4,391.8,131328
9555.0,-62.1,352.5,4104
9575.0,145.0,395.6,131328
9594.0,-65.1,353.9,4104
9614.0,144.2,396.9,131328
9633.0,-63.4,354.8,4104
9653.0,140.8,397.7,131328
9672.0,-67.3,356.7,4104
9692.0,142.0,398.6,131328
9711.0,-64.4,357.0,4104
9730.0,141.2,397.0,131328
9750.0,-63.1,355.8,4104
9769.0,143.6,395.0,131328
9789.0,-63.8,355.2,4104
9808.0,141.0,397.4,131328
9828.0,-63.0,354.8,4104
9847.0,147.9,399.5,131328
9867.0,-64.7,356.3,4104
9886.0,140.3,395.8,131328
9906.0,-64.7,354.4,4104
9925.0,145.5,397.8,131328
9945.0,-63.3,351.9,4104
9964.0,146.8,396.5,131328
9984.0,-62.0,351.0,4104
10003.0,139.3,392.9,131328
10023.0,-64.9,348.1,4104
10042.0,139.6,390.0,131328
10062.0,-63.5,346.9,4104
10081.0,140.2,387.5,131328
10101.0,-62.6,345.8,4104
10120.0,145.0,388.9,131328
10140.0,-63.4,343.9,4104
10159.0,144.7,387.5,131328
10179.0,-63.6,340.4,4104
10198.0,142.9,387.3,131328
10218.0,-64.0,340.6,4104
10237.0,141.8,384.9,131328
10257.0,-63.8,337.9,4104
10276.0,136.3,383.6,131328
10296.0,-63.6,335.2,4104
10315.0,137.7,383.6,131328
10335.0,-62.9,333.5,4104
10354.0,133.6,376.4,131328
10374.0,-64.6,330.9,4104
10393.0,138.8,378.3,131328
10413.0,-63.1,329.5,4104
10432.0,134.7,378.3,131328
10452.0,-62.1,326.5,4104
10471.0,133.7,373.6,131328
10491.0,-63.2,324.7,4104
10510.0,133.9,375.8,131328
10530.0,-64.8,323.6,4104
10549.0,132.1,369.6,131328
10569.0,-62.2,320.6,4104
10588.0,132.5,369.5,131328
10608.0,-64.0,319.3,4104
10627.0,136.9,373.0,131328
10647.0,-62.8,317.0,4104
10666.0,131.9,370.5,131328
10686.0,-62.5,315.8,4104
10705.0,137.1,370.7,131328
10725.0,-61.5,314.2,4104
10744.0,129.0,367.3,131328
10764.0,-62.2,314.2,4104
10783.0,134.7,367.4,131328
10803.0,-62.5,312.7,4104
10822.0,127.7,364.8,131328
10842.0,-62.6,310.5,4104
10861.0,128.5,362.1,131328
10881.0,-63.8,308.8,4104
10900.0,131.0,363.2,131328
10920.0,-62.8,307.0,4104
10939.0,127.5,364.2,131328
10959.0,-63.8,306.8,4104
10978.0,133.0,362.2,131328
10998.0,-63.4,303.0,4104
11017.0,127.1,361.7,131328
11037.0,-63.0,302.7,4104
11056.0,132.5,361.1,131328
11076.0,-64.2,300.3,4104
11095.0,131.1,359.9,131328
11115.0,-63.0,299.3,4104
11134.0,131.4,358.9,131328
11153.0,-63.1,297.9,4104
11173.0,129.4,358.2,131328
11192.0,-63.7,295.9,4104
11212.0,130.9,358.3,131328
11231.0,-62.3,294.1,4104
11251.0,125.5,354.5,131328
11270.0,-62.6,291.6,4104
11290.0,123.6,354.8,131328
11309.0,-62.4,291.1,4104
11329.0,129.2,356.3,131328
11348.0,-63.6,289.7,4104
11368.0,128.7,355.2,131328
11387.0,-62.6,289.7,4104
11407.0,128.0,355.4,131328
11426.0,-64.6,288.8,4104
11446.0,124.0,350.7,131328
11465.0,-62.7,286.3,4104
11485.0,127.9,354.5,131328
11504.0,-63.0,287.6,4104
11524.0,120.9,351.3,131328
11543.0,-63.5,286.6,4104
11563.0,119.8,348.4,131328
11582.0,-63.0,284.7,4104
11602.0,122.1,348.8,131328
11621.0,-63.0,283.7,4104
11641.0,127.2,351.1,131328
11660.0,-63.3,283.5,4104
11680.0,123.9,352.0,131328
11699.0,-62.4,281.3,4104
11719.0,120.8,349.7,131328
11738.0,-63.1,280.4,4104
11758.0,119.0,346.0,131328
11777.0,-63.8,280.1,4104
11797.0,126.1,351.5,131328
11816.0,-62.0,280.7,4104
11836.0,120.1,349.3,131328
11855.0,-63.8,280.3,4104
11875.0,122.2,346.6,131328
11894.0,-62.4,279.3,4104
11914.0,124.9,349.9,131328
11933.0,-63.0,278.0,4104
11953.0,121.3,345.9,131328
11972.0,-63.2,277.4,4104
11992.0,120.4,348.9,131328
12011.0,-62.4,276.4,4104
12031.0,118.0,344.1,131328
12050.0,-64.2,276.4,4104
12070.0,125.9,348.6,131328
12089.0,-65.3,277.3,4104
12109.0,126.3,348.9,131328
12128.0,-64.4,277.3,4104
12148.0,119.4,346.6,131328
12167.0,-64.2,279.2,4104
12187.0,126.7,350.2,131328
12206.0,-62.9,281.3,4104
12226.0,127.1,352.9,131328
12245.0,-62.4,282.9,4104
12265.0,121.3,350.9,131328
12284.0,-62.5,286.8,4104
12304.0,120.5,350.3,131328
12323.0,-63.2,289.6,4104
12343.0,128.5,357.5,131328
12362.0,-62.5,290.9,4104
12382.0,129.0,357.7,131328
12401.0,-63.4,293.9,4104
12421.0,126.4,354.9,131328
12440.0,-63.3,296.4,4104
12460.0,127.1,356.2,131328
12479.0,-62.3,299.3,4104
12499.0,126.7,357.4,131328
12518.0,-61.7,301.3,4104
12538.0,133.4,362.7,131328
12557.0,-63.2,302.3,4104
12576.0,125.4,359.5,131328
12596.0,-63.1,305.5,4104
12615.0,126.9,361.6,131328
12635.0,-62.3,308.4,4104
12654.0,128.2,366.8,131328
12674.0,-62.2,311.5,4104
12693.0,135.7,369.1,131328
12713.0,-62.3,313.2,4104
12732.0,135.7,371.7,131328
12752.0,-62.6,316.0,4104
12771.0,138.9,371.5,131328
12791.0,-63.1,317.9,4104
12810.0,131.5,370.0,131328
12830.0,-62.7,319.7,4104
12849.0,138.3,374.4,131328
12869.0,-62.4,323.2,4104
12888.0,138.0,376.0,131328
12908.0,-61.6,324.0,4104
12927.0,138.5,377.0,131328
12947.0,-61.4,324.2,4104
12966.0,139.2,375.6,131328
12986.0,-63.8,325.8,4104
13005.0,140.4,378.9,131328
13025.0,-62.2,329.1,4104
13044.0,141.2,379.4,131328
13064.0,-61.9,330.4,4104
13083.0,135.3,381.0,131328
13103.0,-63.4,332.7,4104
13122.0,142.5,383.0,131328
13142.0,-63.1,335.6,4104
13161.0,138.6,381.7,131328
13181.0,-62.9,337.5,4104
13200.0,142.5,385.0,131328
13220.0,-64.5,340.4,4104
13239.0,137.5,384.9,131328
13259.0,-62.4,341.0,4104
13278.0,137.3,385.9,131328
13298.0,-64.8,340.7,4104
13317.0,137.8,387.1,131328
13337.0,-63.4,339.4,4104
13356.0,135.7,381.6,131328
13376.0,-62.4,338.7,4104
13395.0,138.6,385.4,131328
13415.0,-64.0,337.4,4104
13434.0,139.9,383.1,131328
13454.0,-62.9,334.8,4104
13473.0,135.9,382.2,131328
13493.0,-65.3,333.0,4104
13512.0,141.2,380.3,131328
13532.0,-62.5,330.2,4104
13551.0,141.0,379.0,131328
13571.0,-62.8,326.6,4104
13590.0,139.0,378.7,131328
13610.0,-62.3,326.0,4104
13629.0,130.6,371.5,131328
13649.0,-62.8,320.9,4104
13668.0,138.2,372.6,131328
13688.0,-62.6,319.5,4104
13707.0,132.0,370.6,131328
13727.0,-61.3,315.6,4104
13746.0,135.3,370.4,131328
13766.0,-61.8,314.9,4104
13785.0,129.6,366.8,131328
13805.0,-63.6,312.6,4104
13824.0,133.7,365.2,131328
13844.0,-60.2,310.1,4104
13863.0,131.2,364.0,131328
13883.0,-62.8,309.0,4104
13902.0,125.1,360.2,131328
13922.0,-62.6,307.0,4104
13941.0,127.9,363.0,131328
13961.0,-62.0,303.6,4104
13980.0,125.7,360.3,131328
14000.0,-62.8,303.8,4104
14019.0,133.0,360.7,131328
14038.0,-60.7,301.4,4104
14058.0,129.6,361.6,131328
14077.0,-63.3,300.1,4104
14097.0,124.6,355.0,131328
14116.0,-63.3,297.8,4104
14136.0,130.7,357.9,131328
14155.0,-63.4,296.3,4104
14175.0,130.3,359.2,131328
14194.0,-62.5,295.8,4104
14214.0,130.7,356.7,131328
14233.0,-62.0,295.4,4104
14253.0,129.4,357.9,131328
14272.0,-63.2,292.7,4104
14292.0,124.9,355.9,131328
14311.0,-64.0,292.6,4104
14331.0,123.6,351.3,131328
14350.0,-63.3,290.1,4104
14370.0,129.0,353.6,131328
14389.0,-62.1,290.1,4104
14409.0,121.3,349.9,131328
14428.0,-62.2,287.1,4104
14448.0,126.5,351.9,131328
14467.0,-60.8,286.2,4104
14487.0,125.0,350.5,131328
14506.0,-64.5,284.9,4104
14526.0,122.8,348.6,131328
14545.0,-63.2,283.7,4104
14565.0,121.8,347.6,131328
14584.0,-63.2,282.9,4104
14604.0,122.3,347.6,131328
14623.0,-61.1,281.9,4104
14643.0,124.7,348.7,131328
14662.0,-61.8,281.2,4104
14682.0,121.6,346.7,131328
14701.0,-62.6,281.1,4104
14721.0,126.3,350.6,131328
14740.0,-62.4,278.8,4104
14760.0,120.1,347.7,131328
14779.0,-63.0,278.9,4104
14799.0,125.9,348.3,131328
14818.0,-64.2,278.8,4104
14838.0,119.0,345.4,131328
14857.0,-63.5,277.6,4104
14877.0,122.6,348.6,131328
14896.0,-63.4,276.1,4104
14916.0,117.9,343.9,131328
14935.0,-64.1,275.2,4104
14955.0,119.7,343.8,131328
14974.0,-64.3,273.6,4104
14994.0,117.5,342.5,131328
15013.0,-63.4,273.2,4104
15033.0,119.6,343.5,131328
15052.0,-64.3,275.2,4104
15072.0,123.9,346.4,131328
15091.0,-63.0,273.5,4104
15111.0,119.8,343.4,131328
15130.0,-62.6,272.1,4104
15150.0,119.8,343.8,131328
15169.0,-62.8,273.9,4104
15189.0,126.6,347.2,131328
15208.0,-64.0,272.2,4104
15228.0,119.9,346.5,131328
15247.0,-64.2,274.7,4104
15267.0,117.9,344.7,131328
15286.0,-62.7,273.9,4104
15306.0,120.6,344.9,131328
15325.0,-62.0,275.6,4104
15345.0,125.3,348.3,131328
15364.0,-62.9,276.8,4104
15384.0,119.6,347.6,131328
15403.0,-63.2,277.5,4104
15423.0,126.0,348.9,131328
15442.0,-63.8,279.0,4104
15461.0,122.0,349.9,131328
15481.0,-63.5,280.2,4104
15500.0,122.2,347.6,131328
15520.0,-63.6,282.3,4104
15539.0,128.7,350.5,131328
15559.0,-62.7,281.9,4104
15578.0,122.8,351.5,131328
15598.0,-61.8,283.3,4104
15617.0,123.2,348.3,131328
15637.0,-63.4,282.5,4104
15656.0,127.6,352.0,131328
15676.0,-63.0,282.6,4104
15695.0,127.3,350.2,131328
15715.0,-63.2,282.1,4104
15734.0,119.1,346.1,131328
15754.0,-62.7,281.4,4104
15773.0,127.3,349.3,131328
15793.0,-63.9,279.2,4104
15812.0,118.0,343.6,131328
15832.0,-63.2,278.5,4104
15851.0,126.6,349.1,131328
15871.0,-64.6,275.6,4104
15890.0,123.6,346.2,131328
15910.0,-63.4,275.9,4104
15929.0,126.3,347.5,131328
15949.0,-62.1,276.5,4104
15968.0,122.4,348.7,131328
15988.0,-63.2,276.9,4104
16007.0,126.6,348.9,131328
16027.0,-62.4,278.4,4104
16046.0,118.7,346.6,131328
16066.0,-64.0,280.2,4104
16085.0,126.5,352.1,131328
16105.0,-62.6,281.0,4104
16124.0,120.6,347.4,131328
16144.0,-63.0,283.3,4104
16163.0,121.0,351.3,131328
16183.0,-63.8,283.2,4104
16202.0,119.3,347.9,131328
16222.0,-63.5,283.5,4104
16241.0,121.8,351.5,131328
16261.0,-63.0,283.4,4104
16280.0,122.8,352.1,131328
16300.0,-62.7,283.1,4104
16319.0,119.4,347.4,131328
16339.0,-62.9,282.3,4104
16358.0,126.4,350.3,131328
16378.0,-62.2,280.9,4104
16397.0,123.9,348.3,131328
16417.0,-63.7,279.9,4104
16436.0,126.1,350.1,131328
16456.0,-63.5,278.6,4104
16475.0,120.4,345.8,131328
16495.0,-62.8,278.8,4104
16514.0,122.2,349.1,131328
16534.0,-63.8,278.3,4104
16553.0,121.4,346.4,131328
