timestamp,Q,I,F
77407,-7.66,26.66,131328.00
77438,13.26,32.92,4104.00
77469,-7.70,26.72,131328.00
77500,13.37,32.83,4104.00
77532,-7.77,26.92,131328.00
77563,13.26,32.85,4104.00
77594,-7.69,27.05,131328.00
77625,13.39,32.83,4104.00
77656,-7.57,27.09,131328.00
77688,13.48,32.89,4104.00
77719,-7.97,27.27,131328.00
77750,13.62,33.19,4104.00
77781,-8.00,27.59,131328.00
77812,13.75,33.27,4104.00
77844,-8.07,27.91,131328.00
77875,13.71,33.91,4104.00
77906,-7.97,28.30,131328.00
77937,13.89,33.82,4104.00
77968,-7.83,28.52,131328.00
78000,13.93,33.99,4104.00
78031,-8.12,28.31,131328.00
78062,13.86,33.61,4104.00
78093,-8.24,27.99,131328.00
78124,13.77,33.62,4104.00
78155,-8.19,27.92,131328.00
78187,13.86,33.58,4104.00
78218,-8.14,27.71,131328.00
78249,13.57,33.44,4104.00
78280,-8.04,27.58,131328.00
78311,13.51,33.50,4104.00
78343,-7.98,27.39,131328.00
78374,13.48,33.36,4104.00
78405,-8.18,27.05,131328.00
78436,13.47,33.25,4104.00
78467,-8.16,26.97,131328.00
78499,13.45,33.20,4104.00
78530,-8.04,26.87,131328.00
78561,13.52,32.90,4104.00
78592,-8.10,27.07,131328.00
78623,13.35,32.99,4104.00
78654,-8.11,26.72,131328.00
78686,13.45,33.05,4104.00
78717,-7.99,26.67,131328.00
78748,13.27,32.85,4104.00
78779,-8.06,26.70,131328.00
78810,13.41,32.65,4104.00
78842,-8.07,26.51,131328.00
78873,13.34,32.43,4104.00
78904,-8.00,26.26,131328.00
78935,13.16,32.63,4104.00
78966,-7.91,26.29,131328.00
78998,13.49,33.17,4104.00
79029,-7.71,26.47,131328.00
79060,13.38,32.89,4104.00
79091,-8.06,26.52,131328.00
79122,13.36,32.90,4104.00
79153,-8.00,26.40,131328.00
79185,13.27,33.03,4104.00
79216,-7.87,26.26,131328.00
79247,13.36,33.11,4104.00
79278,-7.78,26.15,131328.00
79309,13.28,33.05,4104.00
79341,-7.82,25.95,131328.00
79372,13.07,32.65,4104.00
79403,-7.57,25.60,131328.00
79434,13.01,32.60,4104.00
79465,-7.70,26.13,131328.00
79497,12.41,33.88,4104.00
79528,-7.44,26.04,131328.00
79559,12.17,33.87,4104.00
79590,-7.79,25.66,131328.00
79621,12.14,33.71,4104.00
79653,-7.83,25.49,131328.00
79684,12.12,33.96,4104.00
79715,-7.57,25.56,131328.00
79746,12.06,33.47,4104.00
79777,-5.62,20.36,131328.00
79840,-5.50,21.04,131328.00
79902,-5.37,20.97,131328.00
79964,-5.71,20.84,131328.00
80027,-7.36,26.00,131328.00
80058,11.89,34.17,4104.00
80089,-7.40,25.83,131328.00
80120,12.30,33.23,4104.00
80152,-7.64,25.60,131328.00
80183,11.69,34.14,4104.00
80214,-7.34,25.66,131328.00
80245,11.71,34.19,4104.00
80276,-7.43,25.65,131328.00
80307,11.87,34.38,4104.00
80339,-7.42,25.66,131328.00
80370,11.87,34.07,4104.00
80401,-7.43,25.86,131328.00
80432,11.91,34.04,4104.00
80463,-7.46,25.52,131328.00
80495,11.93,34.27,4104.00
80526,-7.61,25.51,131328.00
80557,11.83,34.34,4104.00
80588,-7.56,25.39,131328.00
80619,11.61,34.09,4104.00
80651,-7.48,25.25,131328.00
80682,11.88,33.95,4104.00
80713,-7.49,25.20,131328.00
80744,11.75,34.05,4104.00
80775,-7.44,24.88,131328.00
80807,11.65,33.68,4104.00
80838,-7.71,24.60,131328.00
80869,11.69,33.74,4104.00
80900,-7.72,24.37,131328.00
80931,11.77,33.39,4104.00
80962,-7.77,24.42,131328.00
80994,11.79,33.36,4104.00
81025,-7.56,24.38,131328.00
81056,11.66,33.38,4104.00
81087,-7.75,24.29,131328.00
81118,11.67,33.92,4104.00
81150,-7.72,24.19,131328.00
81181,11.52,33.85,4104.00
81212,-7.86,24.25,131328.00
81243,11.51,33.97,4104.00
81274,-7.81,24.07,131328.00
81306,11.55,33.71,4104.00
81337,-7.73,23.98,131328.00
81368,11.65,33.68,4104.00
81399,-7.59,23.94,131328.00
81430,11.52,33.98,4104.00
81461,-7.68,24.15,131328.00
81493,11.51,34.00,4104.00
81524,-7.57,24.14,131328.00
81555,11.43,34.03,4104.00
81586,-7.53,24.07,131328.00
81617,11.57,33.78,4104.00
81649,-7.69,23.91,131328.00
81680,11.67,34.01,4104.00
81711,-7.80,23.68,131328.00
81742,11.64,33.89,4104.00
81773,-7.73,23.74,131328.00
81805,11.61,33.54,4104.00
81836,-7.51,23.62,131328.00
81867,11.55,33.33,4104.00
81898,-7.74,23.42,131328.00
81929,11.43,33.45,4104.00
81961,-7.83,23.43,131328.00
81992,11.62,33.81,4104.00
82023,-7.91,23.37,131328.00
82054,11.61,33.42,4104.00
82085,-7.91,23.43,131328.00
82116,11.49,33.46,4104.00
82148,-7.86,23.41,131328.00
82179,11.40,33.51,4104.00
82210,-7.69,23.17,131328.00
82241,11.49,33.64,4104.00
82272,-7.93,23.08,131328.00
82304,11.52,33.35,4104.00
82335,-7.78,23.23,131328.00
82366,11.53,33.66,4104.00
82397,-7.80,23.19,131328.00
82428,11.55,33.58,4104.00
82460,-7.87,23.13,131328.00
82491,11.40,33.60,4104.00
82522,-7.63,23.25,131328.00
82553,11.43,33.59,4104.00
82584,-7.53,23.41,131328.00
82615,11.64,33.64,4104.00
82647,-7.84,23.32,131328.00
82678,11.61,33.83,4104.00
82709,-7.95,23.33,131328.00
82740,11.55,33.81,4104.00
82771,-7.80,23.47,131328.00
82803,11.62,33.58,4104.00
82834,-7.71,23.62,131328.00
82865,11.51,33.81,4104.00
82896,-7.60,23.80,131328.00
82927,11.63,33.58,4104.00
82959,-7.64,23.96,131328.00
82990,11.73,34.13,4104.00
83021,-7.63,24.13,131328.00
83052,11.64,34.11,4104.00
83083,-7.63,24.51,131328.00
83115,11.65,34.14,4104.00
83146,-7.47,24.66,131328.00
83177,11.77,34.14,4104.00
83208,-7.52,24.78,131328.00
83239,12.04,34.21,4104.00
83270,-7.36,25.41,131328.00
83302,11.87,34.54,4104.00
83333,-7.30,25.72,131328.00
83364,11.98,34.36,4104.00
83395,-7.42,25.74,131328.00
83426,12.02,34.67,4104.00
83458,-7.42,25.92,131328.00
83489,11.94,34.71,4104.00
83520,-7.48,26.25,131328.00
83551,12.27,34.74,4104.00
83582,-7.22,26.47,131328.00
83614,12.41,34.95,4104.00
83645,-7.30,26.99,131328.00
83676,12.27,35.26,4104.00
83707,-7.34,27.29,131328.00
83738,12.57,35.22,4104.00
83769,-7.37,27.74,131328.00
83801,12.69,35.56,4104.00
83832,-7.48,28.16,131328.00
83863,12.85,35.72,4104.00
83894,-7.40,28.52,131328.00
83925,12.87,36.17,4104.00
83957,-7.32,28.99,131328.00
83988,12.90,36.45,4104.00
84019,-7.43,29.24,131328.00
84050,12.98,36.57,4104.00
84081,-7.23,29.49,131328.00
84113,13.16,36.74,4104.00
84144,-6.85,29.77,131328.00
84175,12.99,36.79,4104.00
84206,-7.32,29.84,131328.00
84237,13.24,36.51,4104.00
84269,-7.55,29.67,131328.00
84300,13.27,36.46,4104.00
84331,-7.36,29.78,131328.00
84362,13.32,36.56,4104.00
84393,-7.36,29.82,131328.00
84424,13.00,36.91,4104.00
84456,-7.08,29.66,131328.00
84487,13.21,37.01,4104.00
84518,-7.28,29.59,131328.00
84549,13.12,36.78,4104.00
84580,-7.38,29.39,131328.00
84612,13.14,36.17,4104.00
84643,-7.39,28.82,131328.00
84674,13.05,35.97,4104.00
84705,-7.50,28.40,131328.00
84736,12.63,35.93,4104.00
84768,-7.55,27.91,131328.00
84799,12.63,35.64,4104.00
84830,-7.48,27.46,131328.00
84861,12.40,35.40,4104.00
84892,-7.59,27.20,131328.00
84923,12.41,35.13,4104.00
84955,-7.61,26.84,131328.00
84986,12.41,34.90,4104.00
85017,-7.70,26.44,131328.00
85048,12.34,34.98,4104.00
85079,-7.56,26.27,131328.00
85111,12.33,34.69,4104.00
85142,-7.69,25.86,131328.00
85173,12.32,34.64,4104.00
85204,-7.53,25.94,131328.00
85235,12.20,34.42,4104.00
85267,-7.58,25.78,131328.00
85298,12.05,34.38,4104.00
85329,-7.51,25.64,131328.00
85360,11.89,34.29,4104.00
85391,-7.63,25.27,131328.00
85423,12.02,33.91,4104.00
85454,-7.69,24.95,131328.00
85485,11.77,34.09,4104.00
85516,-7.81,24.90,131328.00
85547,11.75,33.98,4104.00
85578,-7.64,24.76,131328.00
85610,12.09,34.16,4104.00
85641,-7.68,24.67,131328.00
85672,11.95,33.82,4104.00
85703,-7.84,24.71,131328.00
85734,11.83,33.99,4104.00
85766,-7.72,24.28,131328.00
85797,11.91,34.19,4104.00
85828,-7.57,24.45,131328.00
85859,11.87,33.85,4104.00
85890,-7.59,24.19,131328.00
85922,11.94,33.81,4104.00
85953,-7.66,24.36,131328.00
85984,11.92,33.70,4104.00
86015,-7.83,23.98,131328.00
86046,11.67,33.80,4104.00
86077,-7.64,23.94,131328.00
86109,11.83,33.98,4104.00
86140,-7.85,23.87,131328.00
86171,11.64,33.77,4104.00
86202,-7.67,23.82,131328.00
86233,11.84,33.64,4104.00
86265,-7.74,23.96,131328.00
86296,11.78,33.58,4104.00
86327,-7.71,23.66,131328.00
86358,11.63,33.92,4104.00
86389,-7.57,23.74,131328.00
86421,11.61,33.87,4104.00
86452,-7.77,23.78,131328.00
86483,11.61,33.58,4104.00
86514,-7.84,23.86,131328.00
86545,11.73,33.56,4104.00
86576,-7.64,23.80,131328.00
86608,11.80,33.95,4104.00
86639,-7.97,23.80,131328.00
86701,-5.50,20.28,131328.00
86764,-5.51,20.27,131328.00
86826,-5.40,19.67,131328.00
86888,-7.77,23.12,131328.00
86920,11.65,33.07,4104.00
86951,-7.71,23.40,131328.00
86982,11.81,32.78,4104.00
87013,-7.99,23.29,131328.00
87044,11.71,33.05,4104.00
87076,-7.83,23.62,131328.00
87107,11.59,33.12,4104.00
87138,-7.63,23.57,131328.00
87169,11.75,32.96,4104.00
87200,-7.75,23.38,131328.00
87231,11.74,33.20,4104.00
87263,-7.92,23.11,131328.00
87294,11.67,32.97,4104.00
87325,-7.66,23.43,131328.00
87356,11.67,32.95,4104.00
87387,-8.09,23.37,131328.00
87419,11.62,33.22,4104.00
87450,-7.84,23.44,131328.00
87481,11.81,33.16,4104.00
87512,-7.56,23.44,131328.00
87543,11.89,33.15,4104.00
87575,-7.88,23.52,131328.00
87606,11.65,33.03,4104.00
87637,-7.89,23.36,131328.00
87668,11.87,32.66,4104.00
87699,-7.95,23.04,131328.00
87730,11.67,32.93,4104.00
87762,-7.73,23.00,131328.00
87793,11.77,32.82,4104.00
87824,-7.78,23.00,131328.00
87855,11.70,32.72,4104.00
87886,-7.91,23.25,131328.00
87918,11.69,33.03,4104.00
87949,-7.90,23.17,131328.00
87980,11.57,33.03,4104.00
88011,-7.93,23.39,131328.00
88042,11.81,32.73,4104.00
88074,-7.87,23.23,131328.00
88105,11.53,32.83,4104.00
88136,-7.87,23.29,131328.00
88167,11.56,33.00,4104.00
88198,-7.65,23.47,131328.00
88230,11.67,33.25,4104.00
88261,-7.71,23.47,131328.00
88292,11.49,33.13,4104.00
88323,-7.71,23.54,131328.00
88354,11.81,33.09,4104.00
88385,-7.59,23.58,131328.00
88417,11.62,33.25,4104.00
88448,-7.73,23.35,131328.00
88479,11.80,32.87,4104.00
88510,-7.47,23.31,131328.00
88541,11.59,33.01,4104.00
88573,-7.57,23.35,131328.00
88604,11.69,33.01,4104.00
88635,-7.65,23.26,131328.00
88666,11.59,33.09,4104.00
88697,-7.50,23.43,131328.00
88729,11.81,33.38,4104.00
88760,-7.77,23.29,131328.00
88791,11.62,33.10,4104.00
88822,-7.71,23.46,131328.00
88853,11.65,33.43,4104.00
88884,-7.69,23.43,131328.00
88916,11.83,33.45,4104.00
88947,-7.86,23.46,131328.00
88978,11.81,33.42,4104.00
89009,-7.75,23.55,131328.00
89040,11.71,33.29,4104.00
89072,-7.61,23.66,131328.00
89103,11.81,33.36,4104.00
89134,-7.74,23.95,131328.00
89165,12.03,33.33,4104.00
89196,-7.54,24.16,131328.00
89228,11.79,33.38,4104.00
89259,-7.40,24.41,131328.00
89290,11.85,33.25,4104.00
89321,-7.63,24.51,131328.00
89352,12.19,33.25,4104.00
89384,-7.71,24.64,131328.00
89415,12.22,33.22,4104.00
89446,-7.63,25.11,131328.00
89477,12.25,33.93,4104.00
89508,-7.49,25.39,131328.00
89539,12.37,33.74,4104.00
89571,-7.73,25.68,131328.00
89602,12.30,34.11,4104.00
89633,-7.55,25.92,131328.00
89664,12.57,34.03,4104.00
89695,-7.48,26.43,131328.00
89727,12.48,34.23,4104.00
89758,-7.82,26.53,131328.00
89789,12.51,34.61,4104.00
89820,-7.65,26.80,131328.00
89851,12.80,34.34,4104.00
89883,-7.71,26.98,131328.00
89914,12.96,34.81,4104.00
89945,-7.46,27.33,131328.00
89976,12.92,34.67,4104.00
90007,-7.74,27.62,131328.00
90038,12.92,34.70,4104.00
90070,-7.44,27.85,131328.00
90101,13.04,34.66,4104.00
90132,-7.69,27.99,131328.00
90163,12.98,34.82,4104.00
90194,-7.69,28.19,131328.00
90226,12.97,35.17,4104.00
90257,-7.54,28.62,131328.00
90288,13.19,35.25,4104.00
90319,-7.57,28.88,131328.00
90350,13.24,35.70,4104.00
90382,-7.88,29.02,131328.00
90413,13.49,35.82,4104.00
90444,-7.93,29.24,131328.00
90475,13.53,35.70,4104.00
90506,-7.98,29.53,131328.00
90538,13.41,36.24,4104.00
90569,-7.72,29.74,131328.00
90600,13.51,36.33,4104.00
90631,-7.79,29.82,131328.00
90662,13.54,36.11,4104.00
90693,-7.80,29.75,131328.00
90725,13.71,36.69,4104.00
90756,-7.49,30.02,131328.00
90787,13.51,36.62,4104.00
90818,-7.72,30.23,131328.00
90849,13.89,36.81,4104.00
90881,-7.65,30.32,131328.00
90912,13.67,36.75,4104.00
90943,-7.57,30.14,131328.00
90974,13.63,36.55,4104.00
91005,-7.30,30.10,131328.00
91037,13.52,36.41,4104.00
91068,-7.52,29.98,131328.00
91099,13.59,36.50,4104.00
91130,-7.82,30.06,131328.00
91161,13.76,36.15,4104.00
91192,-7.62,29.57,131328.00
91224,13.57,36.23,4104.00
91255,-7.66,29.72,131328.00
91286,13.41,36.12,4104.00
91317,-7.34,29.62,131328.00
91348,13.61,35.95,4104.00
91380,-7.27,29.70,131328.00
91411,13.43,35.85,4104.00
91442,-7.27,29.39,131328.00
91473,13.34,35.89,4104.00
91504,-7.52,29.03,131328.00
91536,13.35,35.42,4104.00
91567,-7.57,28.84,131328.00
91598,13.16,35.64,4104.00
91629,-7.36,28.65,131328.00
91660,13.26,35.05,4104.00
91692,-7.45,28.42,131328.00
91723,13.06,35.05,4104.00
91754,-7.28,28.16,131328.00
91785,13.00,34.91,4104.00
91816,-7.41,27.62,131328.00
91847,12.65,34.50,4104.00
91879,-7.67,27.17,131328.00
91910,12.61,34.21,4104.00
91941,-7.63,26.86,131328.00
91972,12.49,33.73,4104.00
92003,-7.36,26.19,131328.00
92035,12.34,33.60,4104.00
92066,-7.56,25.97,131328.00
92097,12.44,33.07,4104.00
92128,-7.30,25.65,131328.00
92159,12.26,33.63,4104.00
92191,-7.36,25.65,131328.00
92222,12.37,33.29,4104.00
92253,-7.28,25.48,131328.00
92284,12.26,33.44,4104.00
92315,-7.40,25.39,131328.00
92346,12.28,33.05,4104.00
92378,-7.27,25.19,131328.00
92409,12.03,33.12,4104.00
92440,-7.41,24.97,131328.00
92471,11.89,33.11,4104.00
92502,-7.21,24.75,131328.00
92534,11.95,33.15,4104.00
92565,-7.20,24.88,131328.00
92596,11.81,33.19,4104.00
92627,-7.27,24.49,131328.00
92658,11.78,33.17,4104.00
92690,-7.22,24.39,131328.00
92721,11.61,33.14,4104.00
92752,-7.31,24.22,131328.00
92783,11.85,33.02,4104.00
92814,-7.28,24.06,131328.00
92846,11.83,33.19,4104.00
92877,-7.44,23.95,131328.00
92908,11.55,32.99,4104.00
92939,-7.55,23.80,131328.00
92970,11.91,33.18,4104.00
93001,-7.34,23.82,131328.00
93033,11.63,32.91,4104.00
93064,-7.30,23.64,131328.00
93095,11.79,32.90,4104.00
93126,-7.46,23.53,131328.00
93157,11.65,32.72,4104.00
93189,-7.31,23.61,131328.00
93220,11.63,32.65,4104.00
93251,-7.28,23.63,131328.00
93282,11.77,32.62,4104.00
93313,-7.13,23.37,131328.00
93345,11.66,32.85,4104.00
93376,-7.65,23.29,131328.00
93407,11.81,32.50,4104.00
93438,-7.42,23.21,131328.00
93469,11.62,32.85,4104.00
93500,-7.36,23.15,131328.00
93532,11.78,32.46,4104.00
93563,-7.33,23.17,131328.00
93594,11.61,32.43,4104.00
93625,-7.24,22.86,131328.00
93656,11.69,32.17,4104.00
93688,-7.20,22.74,131328.00
93719,11.61,31.95,4104.00
93750,-7.47,22.31,131328.00
93781,11.39,31.44,4104.00
93812,-7.24,22.68,131328.00
93844,11.38,31.82,4104.00
93875,-7.44,22.78,131328.00
93906,11.29,31.97,4104.00
93937,-7.42,22.66,131328.00
93968,11.36,31.95,4104.00
94000,-7.55,22.60,131328.00
94031,11.19,31.72,4104.00
94062,-7.33,22.53,131328.00
94093,11.54,31.93,4104.00
94124,-7.31,22.96,131328.00
94155,11.54,32.14,4104.00
94187,-7.45,22.74,131328.00
94218,11.42,32.50,4104.00
94249,-7.50,23.02,131328.00
94280,11.56,32.96,4104.00
94311,-7.66,22.87,131328.00
94343,11.63,32.65,4104.00
94374,-7.44,23.03,131328.00
94405,11.49,32.83,4104.00
94436,-7.40,23.28,131328.00
94467,11.68,32.87,4104.00
94499,-7.52,23.13,131328.00
94530,11.57,32.85,4104.00
94561,-7.32,23.10,131328.00
94592,11.60,32.89,4104.00
94623,-7.32,23.23,131328.00
94654,11.46,32.95,4104.00
94686,-7.53,23.03,131328.00
94717,11.52,33.01,4104.00
94748,-7.40,23.04,131328.00
94779,11.87,32.87,4104.00
94810,-7.55,22.89,131328.00
94842,11.65,32.74,4104.00
94873,-7.72,23.02,131328.00
94904,11.60,32.80,4104.00
94935,-7.61,22.90,131328.00
94966,11.67,32.56,4104.00
94998,-7.52,23.03,131328.00
95029,11.72,33.12,4104.00
95060,-7.36,23.38,131328.00
95091,11.72,32.82,4104.00
95122,-7.55,23.21,131328.00
95153,11.85,32.75,4104.00
95185,-7.54,23.31,131328.00
95216,11.61,32.88,4104.00
95247,-7.50,23.32,131328.00
95278,11.64,32.76,4104.00
95309,-7.46,23.07,131328.00
95341,11.61,32.82,4104.00
95372,-7.52,23.12,131328.00
95403,11.69,32.49,4104.00
95434,-7.45,22.96,131328.00
95465,11.51,32.82,4104.00
95497,-7.52,22.87,131328.00
95528,11.42,32.48,4104.00
95559,-7.85,22.64,131328.00
95590,11.57,32.44,4104.00
95621,-7.69,22.82,131328.00
95653,11.75,32.80,4104.00
95684,-7.75,22.76,131328.00
95715,11.62,32.67,4104.00
95746,-7.45,22.82,131328.00
95777,11.59,32.71,4104.00
95808,-7.71,22.69,131328.00
95840,11.66,32.30,4104.00
95871,-7.91,22.56,131328.00
95902,11.57,32.16,4104.00
95933,-7.73,22.52,131328.00
95964,11.44,32.61,4104.00
95996,-7.80,22.71,131328.00
96027,11.65,32.82,4104.00
96058,-7.82,22.71,131328.00
96089,11.59,32.46,4104.00
96120,-7.76,22.62,131328.00
96152,11.62,32.52,4104.00
96183,-7.87,22.74,131328.00
96214,11.47,32.75,4104.00
96245,-7.97,22.70,131328.00
96276,11.75,32.44,4104.00
96307,-8.04,22.80,131328.00
96339,11.73,32.40,4104.00
96370,-7.85,22.85,131328.00
96401,11.57,32.56,4104.00
96432,-7.52,22.79,131328.00
96463,11.69,32.54,4104.00
96495,-7.71,22.75,131328.00
96526,11.78,32.36,4104.00
96557,-7.62,22.89,131328.00
96588,11.61,32.55,4104.00
96619,-7.89,22.82,131328.00
96651,11.56,32.73,4104.00
96682,-7.63,22.72,131328.00
96713,11.49,32.55,4104.00
96744,-7.64,22.68,131328.00
96775,11.51,32.50,4104.00
96807,-7.30,22.71,131328.00
96838,11.54,32.56,4104.00
96869,-7.60,22.76,131328.00
96900,11.53,32.56,4104.00
96931,-7.55,22.88,131328.00
96962,11.71,32.38,4104.00
96994,-7.52,22.76,131328.00
97025,11.57,32.39,4104.00
97056,-7.42,22.98,131328.00
97087,11.52,32.30,4104.00
97118,-7.71,22.85,131328.00
97150,11.56,32.25,4104.00
97181,-7.52,22.61,131328.00
97212,11.49,32.29,4104.00
97243,-7.44,22.75,131328.00
97274,11.47,32.16,4104.00
97306,-7.52,22.43,131328.00
97337,11.53,31.75,4104.00
97368,-7.65,22.32,131328.00
97399,11.47,31.93,4104.00
97430,-7.55,22.25,131328.00
97461,11.42,31.61,4104.00
97493,-7.66,22.12,131328.00
97524,11.34,31.85,4104.00
97555,-7.57,22.18,131328.00
97586,11.28,31.56,4104.00
97617,-7.85,22.04,131328.00
97649,11.38,31.74,4104.00
97680,-7.75,22.03,131328.00
97711,11.31,31.78,4104.00
97742,-7.80,22.06,131328.00
97773,11.53,31.67,4104.00
97805,-7.49,22.48,131328.00
97836,11.48,31.76,4104.00
97867,-7.75,22.35,131328.00
97898,11.50,31.97,4104.00
97929,-7.79,22.63,131328.00
97961,11.57,32.36,4104.00
97992,-7.98,22.66,131328.00
98023,11.73,32.01,4104.00
98054,-7.79,22.62,131328.00
98085,11.59,32.44,4104.00
98116,-8.02,22.80,131328.00
98148,11.73,32.62,4104.00
98179,-7.69,22.98,131328.00
98210,11.79,32.56,4104.00
98241,-7.56,23.06,131328.00
98272,11.55,32.68,4104.00
98304,-7.75,23.13,131328.00
98335,11.73,32.55,4104.00
98366,-7.57,23.20,131328.00
98397,11.79,32.45,4104.00
98428,-7.32,23.45,131328.00
98460,11.79,32.52,4104.00
98491,-7.47,23.56,131328.00
98522,11.71,32.41,4104.00
98553,-7.62,23.56,131328.00
98584,11.85,32.50,4104.00
98615,-7.77,23.90,131328.00
98647,11.89,32.68,4104.00
98678,-7.55,24.44,131328.00
98709,11.94,32.88,4104.00
98740,-7.67,24.44,131328.00
98771,12.00,33.30,4104.00
98803,-7.71,24.91,131328.00
98834,12.16,33.57,4104.00
98865,-7.67,25.33,131328.00
98896,12.17,33.35,4104.00
98927,-7.50,25.58,131328.00
98959,12.24,33.46,4104.00
98990,-7.54,25.70,131328.00
99021,12.40,33.76,4104.00
99052,-7.48,26.23,131328.00
99083,12.51,34.19,4104.00
99115,-7.52,26.55,131328.00
99146,12.60,34.35,4104.00
99177,-7.60,26.54,131328.00
99208,12.69,34.32,4104.00
99239,-7.47,26.90,131328.00
99270,12.76,34.53,4104.00
99302,-7.73,27.15,131328.00
99333,12.84,34.55,4104.00
99364,-7.68,27.33,131328.00
99395,12.90,34.36,4104.00
99426,-7.35,27.60,131328.00
99458,12.83,34.97,4104.00
99489,-7.44,28.03,131328.00
99520,13.17,34.91,4104.00
99551,-7.33,28.37,131328.00
99582,13.07,34.93,4104.00
99614,-7.28,28.50,131328.00
99645,13.16,35.25,4104.00
99676,-7.06,28.64,131328.00
99707,13.10,35.34,4104.00
99738,-7.05,29.15,131328.00
99769,13.25,35.49,4104.00
99801,-7.27,29.27,131328.00
99832,13.48,35.73,4104.00
99863,-7.26,29.66,131328.00
99894,13.50,36.11,4104.00
99925,-7.48,29.51,131328.00
99957,13.47,35.86,4104.00
99988,-7.39,29.92,131328.00
100019,13.49,36.23,4104.00
100050,-7.34,29.74,131328.00
100081,13.56,35.67,4104.00
100113,-7.50,29.60,131328.00
100144,13.38,35.85,4104.00
100175,-7.01,29.48,131328.00
100206,13.55,35.93,4104.00
100237,-7.19,29.26,131328.00
100269,13.25,35.60,4104.00
100300,-7.32,29.05,131328.00
100331,13.24,35.39,4104.00
100362,-7.47,29.09,131328.00
100393,13.30,35.44,4104.00
100424,-7.22,28.99,131328.00
100456,13.26,35.66,4104.00
100487,-7.02,28.90,131328.00
100518,13.32,35.72,4104.00
100549,-6.93,28.85,131328.00
100580,13.28,35.28,4104.00
100612,-7.10,28.52,131328.00
100643,13.13,35.38,4104.00
100674,-7.09,28.48,131328.00
100705,12.92,34.89,4104.00
100736,-7.30,28.09,131328.00
100768,12.87,34.91,4104.00
100799,-7.27,27.60,131328.00
100830,12.68,34.76,4104.00
100861,-7.43,27.30,131328.00
100892,12.67,34.48,4104.00
100923,-7.49,27.10,131328.00
100955,12.70,34.55,4104.00
100986,-7.34,26.85,131328.00
101017,12.67,34.50,4104.00
101048,-7.30,26.68,131328.00
101079,12.51,34.15,4104.00
101111,-7.22,26.82,131328.00
101142,12.45,34.07,4104.00
101173,-7.24,26.40,131328.00
101204,12.62,34.13,4104.00
101235,-7.11,26.28,131328.00
101267,12.60,33.81,4104.00
101298,-7.22,26.23,131328.00
101329,12.30,33.92,4104.00
101360,-7.29,26.08,131328.00
101391,12.33,33.91,4104.00
101423,-7.35,25.79,131328.00
101454,12.38,33.78,4104.00
101485,-7.67,25.35,131328.00
101516,12.21,33.50,4104.00
101547,-7.55,25.07,131328.00
101578,12.14,33.21,4104.00
101610,-7.49,24.84,131328.00
101641,11.98,33.33,4104.00
101672,-7.32,24.74,131328.00
101703,11.87,33.15,4104.00
101734,-7.16,24.66,131328.00
101766,11.89,33.46,4104.00
101797,-7.06,24.54,131328.00
101828,12.10,33.09,4104.00
101859,-7.29,24.66,131328.00
101890,11.89,33.02,4104.00
101922,-7.60,24.15,131328.00
101953,11.81,33.05,4104.00
101984,-7.27,24.11,131328.00
102015,11.96,33.27,4104.00
102046,-7.33,23.99,131328.00
102077,12.02,33.38,4104.00
102109,-7.31,24.11,131328.00
102140,11.82,32.88,4104.00
102171,-7.44,23.76,131328.00
102202,11.45,32.78,4104.00
102233,-7.67,23.39,131328.00
102265,11.70,32.76,4104.00
102296,-7.45,23.29,131328.00
102327,11.74,32.52,4104.00
102358,-7.39,23.25,131328.00
102389,11.65,32.78,4104.00
102421,-7.41,23.01,131328.00
102452,11.46,32.70,4104.00
102483,-7.42,23.27,131328.00
102514,11.61,32.95,4104.00
102545,-7.49,23.08,131328.00
102576,11.67,32.78,4104.00
102608,-7.59,22.97,131328.00
102639,11.58,32.53,4104.00
102670,-7.30,22.96,131328.00
102701,11.77,32.66,4104.00
102732,-7.47,23.05,131328.00
102764,11.71,32.81,4104.00
102795,-7.20,23.01,131328.00
102826,11.57,32.39,4104.00
102857,-7.46,23.02,131328.00
102888,11.69,32.33,4104.00
102920,-7.63,22.85,131328.00
102951,11.61,32.29,4104.00
102982,-7.46,22.78,131328.00
103013,11.52,32.46,4104.00
103044,-7.40,22.68,131328.00
103076,11.55,32.52,4104.00
103107,-7.40,22.72,131328.00
103138,11.53,32.05,4104.00
103169,-7.36,22.42,131328.00
103200,11.42,32.11,4104.00
103231,-7.63,22.25,131328.00
103263,11.44,32.09,4104.00
103294,-7.68,22.38,131328.00
103325,11.47,31.70,4104.00
103356,-7.22,22.26,131328.00
103387,11.47,31.86,4104.00
103419,-7.43,22.31,131328.00
103450,11.45,31.90,4104.00
103481,-7.36,22.19,131328.00
103512,11.46,31.72,4104.00
103543,-7.19,22.36,131328.00
103575,11.36,32.05,4104.00
103606,-7.52,22.00,131328.00
103637,11.45,32.06,4104.00
103668,-7.52,21.98,131328.00
103699,11.18,31.75,4104.00
103730,-7.67,22.05,131328.00
103762,11.34,31.69,4104.00
103793,-7.60,22.13,131328.00
103824,11.34,31.94,4104.00
103855,-7.42,22.21,131328.00
103886,11.47,31.96,4104.00
103918,-7.14,22.43,131328.00
103949,11.56,31.96,4104.00
103980,-7.35,22.51,131328.00
104011,11.66,32.18,4104.00
104042,-7.31,22.66,131328.00
