timestamp,Q,I,F,phase_deg
20701.0,9.6,34.4,4104,15.59
20732.0,-5.6,28.7,131328,-11.04
20764.0,9.2,33.9,4104,15.18
20795.0,-5.8,28.3,131328,-11.58
20826.0,10.2,34.2,4104,16.61
20857.0,-5.3,27.9,131328,-10.76
20888.0,11.3,32.0,4104,19.45
20920.0,-5.7,27.8,131328,-11.59
20951.0,9.7,34.1,4104,15.88
20982.0,-5.5,27.1,131328,-11.47
21013.0,9.1,33.2,4104,15.33
21044.0,-5.6,26.8,131328,-11.80
21076.0,8.7,33.6,4104,14.52
21107.0,-5.4,26.1,131328,-11.69
21138.0,9.5,33.5,4104,15.83
21169.0,-5.5,25.6,131328,-12.13
21200.0,10.3,30.6,4104,18.60
21231.0,-5.4,25.3,131328,-12.05
21263.0,10.5,30.8,4104,18.82
21294.0,-5.3,24.9,131328,-12.02
21325.0,9.8,30.6,4104,17.76
21356.0,-5.1,24.6,131328,-11.71
21387.0,10.1,29.6,4104,18.84
21419.0,-5.3,24.3,131328,-12.30
21450.0,10.1,30.4,4104,18.38
21481.0,-5.3,23.9,131328,-12.50
21512.0,9.7,30.5,4104,17.64
21543.0,-5.4,23.5,131328,-12.94
21575.0,9.7,30.0,4104,17.92
21606.0,-5.2,23.5,131328,-12.48
21637.0,9.4,30.3,4104,17.24
21668.0,-5.5,23.0,131328,-13.45
21699.0,9.3,29.5,4104,17.50
21730.0,-5.5,23.0,131328,-13.45
21762.0,10.1,29.3,4104,19.02
21793.0,-5.2,22.9,131328,-12.79
21824.0,9.1,29.2,4104,17.31
21855.0,-5.6,22.7,131328,-13.86
21886.0,9.3,29.5,4104,17.50
21918.0,-5.5,22.3,131328,-13.85
21949.0,9.8,28.8,4104,18.79
21980.0,-5.5,22.0,131328,-14.04
22011.0,9.0,28.9,4104,17.30
22042.0,-5.3,21.9,131328,-13.60
22074.0,10.0,28.6,4104,19.27
22105.0,-5.4,21.7,131328,-13.97
22136.0,9.3,28.4,4104,18.13
22167.0,-5.4,21.6,131328,-14.04
22198.0,9.2,28.6,4104,17.83
22230.0,-5.5,21.3,131328,-14.48
22261.0,9.5,28.2,4104,18.62
22292.0,-5.5,21.4,131328,-14.41
22323.0,9.7,28.0,4104,19.11
22354.0,-5.6,21.2,131328,-14.80
22385.0,9.9,28.3,4104,19.28
22417.0,-5.6,21.1,131328,-14.86
22448.0,9.6,28.0,4104,18.92
22479.0,-5.4,21.0,131328,-14.42
22510.0,9.1,27.7,4104,18.19
22541.0,-5.6,20.9,131328,-15.00
22573.0,9.1,27.6,4104,18.25
22604.0,-5.6,20.8,131328,-15.07
22635.0,9.0,28.1,4104,17.76
22666.0,-5.6,20.6,131328,-15.21
22697.0,9.1,28.0,4104,18.00
22729.0,-5.7,20.4,131328,-15.61
22760.0,9.0,27.9,4104,17.88
22791.0,-5.6,20.3,131328,-15.42
22822.0,9.0,27.6,4104,18.06
22853.0,-5.7,20.2,131328,-15.76
22884.0,9.1,27.5,4104,18.31
22916.0,-5.5,20.1,131328,-15.30
22947.0,8.9,27.8,4104,17.75
22978.0,-5.6,20.0,131328,-15.64
23009.0,9.2,27.5,4104,18.50
23040.0,-5.6,20.0,131328,-15.64
23072.0,9.0,27.2,4104,18.31
23103.0,-5.6,19.8,131328,-15.79
23134.0,9.4,27.5,4104,18.87
23165.0,-5.3,20.1,131328,-14.77
23196.0,9.4,27.6,4104,18.81
23228.0,-5.8,19.9,131328,-16.25
23259.0,8.8,27.3,4104,17.87
23290.0,-5.7,19.6,131328,-16.22
23321.0,9.1,27.2,4104,18.50
23352.0,-5.5,19.8,131328,-15.52
23384.0,9.2,27.2,4104,18.69
23415.0,-5.5,19.8,131328,-15.52
23446.0,8.7,27.3,4104,17.68
23477.0,-5.7,19.7,131328,-16.14
23508.0,9.2,27.2,4104,18.69
23539.0,-5.6,19.8,131328,-15.79
23571.0,8.9,27.0,4104,18.24
23602.0,-5.7,19.7,131328,-16.14
23633.0,8.6,27.4,4104,17.43
23664.0,-5.6,19.8,131328,-15.79
23695.0,8.8,27.6,4104,17.68
23727.0,-5.7,19.7,131328,-16.14
23758.0,8.5,26.9,4104,17.54
23789.0,-5.7,19.8,131328,-16.06
23820.0,9.6,27.6,4104,19.18
23851.0,-5.7,20.2,131328,-15.76
23883.0,8.8,27.5,4104,17.74
23914.0,-5.7,20.4,131328,-15.61
23945.0,9.4,27.9,4104,18.62
23976.0,-5.7,20.6,131328,-15.47
24007.0,9.6,28.1,4104,18.86
24038.0,-5.6,21.0,131328,-14.93
24070.0,9.2,27.8,4104,18.31
24101.0,-5.6,21.4,131328,-14.66
24132.0,9.9,28.4,4104,19.22
24163.0,-5.6,21.7,131328,-14.47
24194.0,9.6,28.4,4104,18.68
24226.0,-5.4,22.0,131328,-13.79
24257.0,9.5,28.4,4104,18.50
24288.0,-5.6,22.4,131328,-14.04
24319.0,9.8,29.2,4104,18.55
24350.0,-5.6,22.9,131328,-13.74
24382.0,10.0,29.3,4104,18.84
24413.0,-5.4,23.4,131328,-12.99
24444.0,9.6,29.6,4104,17.97
24475.0,-5.7,23.8,131328,-13.47
24506.0,9.7,29.9,4104,17.97
24538.0,-5.4,24.2,131328,-12.58
24569.0,10.1,30.0,4104,18.61
24600.0,-5.4,24.7,131328,-12.33
24631.0,10.9,30.4,4104,19.73
24662.0,-5.2,25.1,131328,-11.70
24693.0,10.4,30.2,4104,19.00
24725.0,-5.4,25.5,131328,-11.96
24756.0,11.1,30.9,4104,19.76
24787.0,-5.3,25.9,131328,-11.56
24818.0,11.1,30.9,4104,19.76
24849.0,-5.3,26.2,131328,-11.44
24881.0,10.7,31.1,4104,18.99
24912.0,-5.5,26.6,131328,-11.68
24943.0,11.4,31.6,4104,19.84
24974.0,-5.0,27.0,131328,-10.49
25005.0,11.6,31.8,4104,20.04
25037.0,-5.3,27.2,131328,-11.03
25068.0,11.1,31.7,4104,19.30
25099.0,-5.4,27.7,131328,-11.03
25130.0,11.6,32.1,4104,19.87
25161.0,-5.2,27.9,131328,-10.56
25192.0,11.4,32.2,4104,19.50
25224.0,-5.4,28.2,131328,-10.84
25255.0,12.0,32.8,4104,20.10
25286.0,-5.4,28.5,131328,-10.73
25317.0,11.3,33.1,4104,18.85
25348.0,-5.4,28.7,131328,-10.66
25380.0,11.2,32.8,4104,18.85
25411.0,-5.5,28.6,131328,-10.89
25442.0,11.5,32.4,4104,19.54
25473.0,-5.6,28.6,131328,-11.08
25504.0,11.4,32.5,4104,19.33
25536.0,-5.5,28.5,131328,-10.92
25567.0,11.7,32.5,4104,19.80
25598.0,-5.3,28.7,131328,-10.46
25629.0,11.5,32.7,4104,19.38
25660.0,-5.5,28.8,131328,-10.81
25692.0,11.8,32.7,4104,19.84
25723.0,-5.5,28.6,131328,-10.89
25754.0,12.1,32.9,4104,20.19
25785.0,-5.5,28.7,131328,-10.85
25816.0,11.5,32.7,4104,19.38
25847.0,-5.6,28.7,131328,-11.04
25879.0,11.6,32.5,4104,19.64
25910.0,-5.5,28.5,131328,-10.92
25941.0,11.9,32.6,4104,20.05
25972.0,-5.4,28.3,131328,-10.80
26003.0,11.7,32.5,4104,19.80
26035.0,-5.4,27.9,131328,-10.95
26066.0,11.2,32.4,4104,19.07
26097.0,-5.3,27.7,131328,-10.83
26128.0,11.2,32.1,4104,19.23
26159.0,-5.1,27.3,131328,-10.58
26191.0,11.2,31.8,4104,19.40
26222.0,-5.3,26.7,131328,-11.23
26253.0,11.1,31.2,4104,19.58
26284.0,-5.4,26.3,131328,-11.60
26315.0,11.1,31.0,4104,19.70
26346.0,-5.3,26.0,131328,-11.52
26378.0,11.0,30.8,4104,19.65
26409.0,-5.1,25.6,131328,-11.27
26440.0,10.2,30.5,4104,18.49
26471.0,-5.4,25.2,131328,-12.09
26502.0,10.6,30.2,4104,19.34
26534.0,-5.4,24.6,131328,-12.38
26565.0,10.2,29.8,4104,18.90
26596.0,-5.4,24.5,131328,-12.43
26627.0,10.7,30.1,4104,19.57
26658.0,-5.3,24.1,131328,-12.40
26690.0,10.2,29.5,4104,19.07
26721.0,-5.4,23.7,131328,-12.84
26752.0,9.6,29.2,4104,18.20
26783.0,-5.4,23.4,131328,-12.99
26814.0,10.3,29.5,4104,19.25
26846.0,-5.3,23.2,131328,-12.87
26877.0,10.4,29.2,4104,19.60
26908.0,-5.2,23.1,131328,-12.69
26939.0,10.0,28.9,4104,19.09
26970.0,-5.5,22.7,131328,-13.62
27001.0,10.2,28.9,4104,19.44
27033.0,-5.4,22.5,131328,-13.50
27064.0,9.3,28.8,4104,17.90
27095.0,-5.5,22.2,131328,-13.91
27126.0,10.1,28.7,4104,19.39
27157.0,-5.3,22.1,131328,-13.49
27189.0,9.4,28.3,4104,18.37
27220.0,-5.6,21.9,131328,-14.34
27251.0,9.4,28.3,4104,18.37
27282.0,-5.6,21.8,131328,-14.41
27313.0,9.6,28.7,4104,18.49
27345.0,-5.2,21.8,131328,-13.42
27376.0,9.1,28.6,4104,17.65
27407.0,-5.5,21.5,131328,-14.35
27438.0,9.7,28.3,4104,18.92
27469.0,-5.5,21.4,131328,-14.41
27500.0,9.9,28.4,4104,19.22
27532.0,-5.7,21.2,131328,-15.05
27563.0,9.8,28.3,4104,19.10
27594.0,-5.6,21.3,131328,-14.73
27625.0,9.4,28.0,4104,18.56
27656.0,-5.4,21.1,131328,-14.36
27688.0,9.7,28.1,4104,19.04
27719.0,-5.7,20.9,131328,-15.26
27750.0,9.8,28.1,4104,19.23
27781.0,-5.7,20.8,131328,-15.33
27812.0,9.2,27.6,4104,18.43
27844.0,-5.7,20.5,131328,-15.54
27875.0,9.1,28.2,4104,17.88
27906.0,-5.7,20.6,131328,-15.47
27937.0,9.3,27.9,4104,18.43
27968.0,-5.8,20.4,131328,-15.87
28000.0,9.7,27.9,4104,19.17
28031.0,-5.8,20.5,131328,-15.80
28062.0,9.6,27.8,4104,19.05
28093.0,-5.7,20.5,131328,-15.54
28124.0,9.6,27.9,4104,18.99
28155.0,-5.7,20.3,131328,-15.68
28187.0,9.3,27.6,4104,18.62
28218.0,-5.6,20.3,131328,-15.42
28249.0,9.1,27.6,4104,18.25
28280.0,-5.7,20.2,131328,-15.76
28311.0,9.4,27.7,4104,18.74
28343.0,-5.8,20.1,131328,-16.10
28374.0,9.5,27.8,4104,18.87
28405.0,-5.7,20.2,131328,-15.76
28436.0,9.3,27.5,4104,18.68
28467.0,-5.6,20.0,131328,-15.64
28499.0,8.9,27.3,4104,18.06
28530.0,-5.5,20.0,131328,-15.38
28561.0,9.0,27.8,4104,17.94
28592.0,-5.6,19.8,131328,-15.79
28623.0,8.8,27.5,4104,17.74
28654.0,-5.6,19.9,131328,-15.72
28686.0,8.9,27.3,4104,18.06
28717.0,-5.8,19.9,131328,-16.25
28748.0,9.5,27.6,4104,18.99
28779.0,-5.7,20.0,131328,-15.91
28810.0,9.5,27.7,4104,18.93
28842.0,-5.9,20.0,131328,-16.44
28873.0,9.3,27.5,4104,18.68
28904.0,-5.6,19.9,131328,-15.72
28935.0,9.4,27.7,4104,18.74
28966.0,-5.6,19.9,131328,-15.72
28998.0,9.4,27.5,4104,18.87
29029.0,-5.7,19.9,131328,-15.98
29060.0,9.2,27.4,4104,18.56
29091.0,-5.6,20.0,131328,-15.64
29122.0,8.9,27.2,4104,18.12
29153.0,-5.5,20.1,131328,-15.30
29185.0,9.4,27.8,4104,18.68
29216.0,-5.8,20.2,131328,-16.02
29247.0,9.0,27.4,4104,18.18
29278.0,-5.9,20.2,131328,-16.28
29309.0,9.2,28.0,4104,18.19
29341.0,-5.7,20.4,131328,-15.61
29372.0,9.3,28.1,4104,18.31
29403.0,-5.7,20.6,131328,-15.47
29434.0,9.0,28.1,4104,17.76
29465.0,-5.6,20.8,131328,-15.07
29497.0,9.2,27.7,4104,18.37
29528.0,-5.7,21.0,131328,-15.19
29559.0,9.4,28.0,4104,18.56
29590.0,-5.6,21.2,131328,-14.80
29621.0,9.6,28.1,4104,18.86
29653.0,-5.6,21.6,131328,-14.53
29684.0,9.7,28.6,4104,18.73
29715.0,-5.6,21.8,131328,-14.41
29746.0,9.4,28.2,4104,18.43
29777.0,-5.6,22.1,131328,-14.22
29808.0,10.0,28.7,4104,19.21
29840.0,-5.3,22.5,131328,-13.25
29871.0,9.3,29.0,4104,17.78
29902.0,-5.6,22.8,131328,-13.80
29933.0,9.7,29.5,4104,18.20
29964.0,-5.6,23.1,131328,-13.63
29996.0,9.7,29.7,4104,18.09
30027.0,-5.5,23.5,131328,-13.17
30058.0,10.6,29.7,4104,19.64
30089.0,-5.4,23.8,131328,-12.78
30120.0,9.9,30.0,4104,18.26
30152.0,-5.5,24.1,131328,-12.86
30183.0,9.9,30.1,4104,18.21
30214.0,-5.4,24.5,131328,-12.43
30245.0,10.1,30.1,4104,18.55
30276.0,-5.3,25.0,131328,-11.97
30307.0,10.2,30.5,4104,18.49
30339.0,-5.0,25.3,131328,-11.18
30370.0,10.7,30.8,4104,19.16
30401.0,-5.3,25.6,131328,-11.70
30432.0,10.7,31.1,4104,18.99
30463.0,-5.4,26.0,131328,-11.73
30495.0,11.1,30.9,4104,19.76
30526.0,-5.4,26.4,131328,-11.56
30557.0,11.4,31.5,4104,19.90
30588.0,-5.5,26.8,131328,-11.60
30619.0,11.3,31.5,4104,19.73
30651.0,-5.3,27.1,131328,-11.07
30682.0,11.1,31.5,4104,19.41
30713.0,-5.4,27.2,131328,-11.23
30744.0,10.9,31.9,4104,18.86
30775.0,-5.4,27.5,131328,-11.11
30807.0,11.0,31.7,4104,19.14
30838.0,-5.5,27.6,131328,-11.27
30869.0,11.3,31.8,4104,19.56
30900.0,-5.4,27.7,131328,-11.03
30931.0,11.4,31.9,4104,19.67
30962.0,-5.3,28.0,131328,-10.72
30994.0,11.0,32.5,4104,18.70
31025.0,-5.3,28.2,131328,-10.64
31056.0,11.9,32.6,4104,20.05
31087.0,-5.4,28.3,131328,-10.80
31118.0,11.8,32.4,4104,20.01
31150.0,-5.4,28.4,131328,-10.77
31181.0,11.3,32.8,4104,19.01
31212.0,-5.3,28.5,131328,-10.53
31243.0,11.3,32.5,4104,19.17
31274.0,-5.5,28.4,131328,-10.96
31306.0,11.8,32.7,4104,19.84
31337.0,-5.5,28.3,131328,-11.00
31368.0,11.9,32.6,4104,20.05
31399.0,-5.4,28.0,131328,-10.92
31430.0,11.3,32.6,4104,19.12
31461.0,-5.3,27.8,131328,-10.79
31493.0,11.3,31.9,4104,19.51
31524.0,-5.2,27.5,131328,-10.71
31555.0,11.7,32.0,4104,20.08
31586.0,-5.5,27.2,131328,-11.43
31617.0,10.9,31.6,4104,19.03
31649.0,-5.4,27.1,131328,-11.27
31680.0,11.4,31.4,4104,19.95
31711.0,-5.2,26.5,131328,-11.10
31742.0,11.0,30.9,4104,19.60
31773.0,-5.3,26.2,131328,-11.44
31805.0,11.2,31.1,4104,19.81
31836.0,-5.3,25.8,131328,-11.61
31867.0,10.2,30.8,4104,18.32
31898.0,-5.4,25.3,131328,-12.05
31929.0,10.0,30.6,4104,18.10
31961.0,-5.3,25.0,131328,-11.97
31992.0,10.0,30.3,4104,18.26
32023.0,-5.5,24.5,131328,-12.65
32054.0,10.3,30.2,4104,18.83
32085.0,-5.4,24.3,131328,-12.53
32116.0,9.5,29.8,4104,17.68
32148.0,-5.4,24.0,131328,-12.68
32179.0,9.8,29.7,4104,18.26
32210.0,-5.5,23.7,131328,-13.07
32241.0,9.9,29.0,4104,18.85
32272.0,-5.4,23.4,131328,-12.99
32304.0,10.3,29.3,4104,19.37
32335.0,-5.4,23.2,131328,-13.10
32366.0,9.8,28.8,4104,18.79
32397.0,-5.4,22.9,131328,-13.27
32428.0,9.7,28.7,4104,18.67
32460.0,-5.3,22.5,131328,-13.25
32491.0,9.4,29.0,4104,17.96
32522.0,-5.4,22.4,131328,-13.55
32553.0,9.7,28.5,4104,18.80
32584.0,-5.4,22.1,131328,-13.73
32615.0,9.7,28.8,4104,18.61
32647.0,-5.6,22.1,131328,-14.22
32678.0,9.4,28.8,4104,18.08
32709.0,-5.2,22.1,131328,-13.24
32740.0,9.6,28.7,4104,18.49
32771.0,-5.6,21.7,131328,-14.47
32803.0,9.4,28.2,4104,18.43
32834.0,-5.6,21.6,131328,-14.53
32865.0,9.3,28.1,4104,18.31
32896.0,-5.7,21.4,131328,-14.91
32927.0,9.1,28.2,4104,17.88
32959.0,-5.6,21.3,131328,-14.73
32990.0,9.1,28.3,4104,17.83
33021.0,-5.6,21.1,131328,-14.86
33052.0,9.7,28.2,4104,18.98
33083.0,-5.7,21.1,131328,-15.12
33115.0,9.6,28.0,4104,18.92
33146.0,-5.6,21.1,131328,-14.86
33177.0,9.4,27.9,4104,18.62
33208.0,-5.6,20.8,131328,-15.07
33239.0,9.1,28.2,4104,17.88
33270.0,-5.8,20.6,131328,-15.72
33302.0,9.6,28.1,4104,18.86
33333.0,-5.3,20.7,131328,-14.36
33364.0,9.5,28.0,4104,18.74
33395.0,-5.7,20.5,131328,-15.54
33426.0,9.5,27.9,4104,18.80
33458.0,-5.7,20.4,131328,-15.61
33489.0,8.7,27.8,4104,17.38
33520.0,-5.7,20.3,131328,-15.68
33551.0,8.7,27.7,4104,17.44
33582.0,-5.6,20.1,131328,-15.57
33614.0,9.1,27.4,4104,18.37
33645.0,-5.6,20.1,131328,-15.57
33676.0,8.7,27.5,4104,17.56
33707.0,-5.8,20.0,131328,-16.17
33738.0,8.9,27.2,4104,18.12
33769.0,-5.7,19.8,131328,-16.06
33801.0,9.5,27.5,4104,19.06
33832.0,-5.8,19.8,131328,-16.33
33863.0,8.7,27.5,4104,17.56
33894.0,-5.7,19.7,131328,-16.14
33925.0,9.2,27.2,4104,18.69
33957.0,-5.8,19.8,131328,-16.33
33988.0,9.2,27.5,4104,18.50
34019.0,-5.8,19.8,131328,-16.33
34050.0,8.8,27.1,4104,17.99
34081.0,-5.6,19.7,131328,-15.87
34113.0,8.9,27.0,4104,18.24
34144.0,-5.7,19.8,131328,-16.06
34175.0,8.6,27.3,4104,17.49
34206.0,-5.6,19.8,131328,-15.79
34237.0,9.2,27.2,4104,18.69
34269.0,-5.5,19.8,131328,-15.52
34300.0,8.8,27.6,4104,17.68
34331.0,-5.5,19.9,131328,-15.45
34362.0,8.8,27.0,4104,18.05
34393.0,-5.6,19.9,131328,-15.72
34424.0,9.3,27.3,4104,18.81
34456.0,-5.4,20.0,131328,-15.11
34487.0,8.6,27.6,4104,17.31
34518.0,-5.6,20.3,131328,-15.42
34549.0,8.7,27.5,4104,17.56
34580.0,-5.7,20.3,131328,-15.68
34612.0,9.0,27.4,4104,18.18
34643.0,-5.7,20.5,131328,-15.54
34674.0,9.6,27.8,4104,19.05
34705.0,-5.6,20.8,131328,-15.07
34736.0,9.0,27.9,4104,17.88
34768.0,-5.7,21.1,131328,-15.12
34799.0,9.4,28.4,4104,18.31
34830.0,-5.6,21.4,131328,-14.66
34861.0,9.5,28.6,4104,18.37
34892.0,-5.6,21.8,131328,-14.41
34923.0,9.4,28.2,4104,18.43
34955.0,-5.7,22.1,131328,-14.46
34986.0,10.2,28.8,4104,19.50
35017.0,-5.4,22.4,131328,-13.55
35048.0,9.3,29.0,4104,17.78
35079.0,-5.5,22.9,131328,-13.51
35111.0,10.1,29.0,4104,19.20
35142.0,-5.2,23.4,131328,-12.53
35173.0,10.3,29.3,4104,19.37
35204.0,-5.3,23.6,131328,-12.66
35235.0,10.2,29.5,4104,19.07
35267.0,-5.4,24.1,131328,-12.63
35298.0,10.0,30.2,4104,18.32
35329.0,-5.4,24.6,131328,-12.38
35360.0,10.9,30.3,4104,19.79
35391.0,-5.4,25.0,131328,-12.19
35423.0,10.3,30.5,4104,18.66
35454.0,-5.3,25.5,131328,-11.74
35485.0,11.1,31.0,4104,19.70
35516.0,-5.4,25.9,131328,-11.78
35547.0,10.7,30.8,4104,19.16
35578.0,-5.4,26.3,131328,-11.60
35610.0,10.5,31.3,4104,18.54
35641.0,-5.2,26.5,131328,-11.10
35672.0,10.9,31.1,4104,19.31
35703.0,-5.5,26.7,131328,-11.64
35734.0,11.2,31.3,4104,19.69
35766.0,-5.2,27.0,131328,-10.90
35797.0,11.4,31.7,4104,19.78
35828.0,-5.4,27.3,131328,-11.19
35859.0,11.5,31.9,4104,19.82
35890.0,-5.3,27.8,131328,-10.79
35922.0,11.6,32.5,4104,19.64
35953.0,-5.4,28.2,131328,-10.84
35984.0,11.7,32.4,4104,19.86
36015.0,-5.4,28.4,131328,-10.77
36046.0,11.9,32.8,4104,19.94
36077.0,-5.4,28.6,131328,-10.69
36109.0,11.7,32.8,4104,19.63
36140.0,-5.6,28.7,131328,-11.04
36171.0,11.6,32.6,4104,19.59
36202.0,-5.4,28.8,131328,-10.62
36233.0,11.8,32.9,4104,19.73
36265.0,-5.5,28.7,131328,-10.85
36296.0,11.1,32.7,4104,18.75
36327.0,-5.5,28.8,131328,-10.81
36358.0,11.9,32.8,4104,19.94
36389.0,-5.5,28.8,131328,-10.81
36421.0,11.5,33.1,4104,19.16
36452.0,-5.5,28.8,131328,-10.81
36483.0,11.7,33.3,4104,19.36
36514.0,-5.5,29.0,131328,-10.74
36545.0,11.6,32.8,4104,19.48
36576.0,-5.6,29.0,131328,-10.93
36608.0,12.3,33.2,4104,20.33
36639.0,-5.6,29.1,131328,-10.89
36670.0,11.6,33.1,4104,19.31
36701.0,-5.6,29.2,131328,-10.86
36732.0,12.0,33.1,4104,19.93
36764.0,-5.7,29.1,131328,-11.08
36795.0,11.7,33.1,4104,19.47
36826.0,-5.7,29.1,131328,-11.08
36857.0,12.2,33.4,4104,20.07
36888.0,-5.2,28.9,131328,-10.20
36920.0,11.5,32.7,4104,19.38
36951.0,-5.6,28.8,131328,-11.00
36982.0,12.1,32.8,4104,20.25
37013.0,-5.5,28.4,131328,-10.96
37044.0,11.0,32.6,4104,18.65
37076.0,-5.5,28.1,131328,-11.07
37107.0,11.2,32.3,4104,19.12
37138.0,-5.4,28.0,131328,-10.92
37169.0,11.3,32.3,4104,19.28
37200.0,-5.4,27.5,131328,-11.11
37231.0,11.4,31.7,4104,19.78
37263.0,-5.5,27.1,131328,-11.47
37294.0,11.3,31.5,4104,19.73
37325.0,-5.6,26.7,131328,-11.85
37356.0,11.5,31.6,4104,20.00
37387.0,-5.4,26.4,131328,-11.56
37419.0,11.1,31.0,4104,19.70
37450.0,-5.3,26.1,131328,-11.48
37481.0,10.4,31.1,4104,18.49
37512.0,-5.2,25.8,131328,-11.40
37543.0,10.4,30.6,4104,18.77
37575.0,-5.3,25.5,131328,-11.74
37606.0,10.1,30.6,4104,18.27
37637.0,-5.2,25.0,131328,-11.75
37668.0,10.0,30.3,4104,18.26
37699.0,-5.3,24.7,131328,-12.11
37730.0,10.2,29.8,4104,18.90
37762.0,-5.3,24.3,131328,-12.30
37793.0,10.5,29.6,4104,19.53
37824.0,-5.3,24.1,131328,-12.40
37855.0,10.0,29.3,4104,18.84
37886.0,-5.3,23.6,131328,-12.66
37918.0,10.0,29.1,4104,18.96
37949.0,-5.3,23.5,131328,-12.71
37980.0,10.5,29.4,4104,19.65
38011.0,-5.3,23.2,131328,-12.87
38042.0,10.2,29.3,4104,19.19
38074.0,-5.0,23.0,131328,-12.26
38105.0,9.4,29.1,4104,17.90
38136.0,-5.4,22.8,131328,-13.32
38167.0,9.9,29.2,4104,18.73
38198.0,-5.5,22.6,131328,-13.68
38230.0,10.2,28.9,4104,19.44
38261.0,-5.2,22.4,131328,-13.07
38292.0,9.5,28.6,4104,18.37
38323.0,-5.6,22.2,131328,-14.16
38354.0,9.4,28.8,4104,18.08
38385.0,-5.4,22.0,131328,-13.79
38417.0,9.6,28.8,4104,18.43
38448.0,-5.5,21.8,131328,-14.16
38479.0,9.4,28.7,4104,18.13
38510.0,-5.6,21.6,131328,-14.53
38541.0,9.9,28.4,4104,19.22
38573.0,-5.6,21.4,131328,-14.66
38604.0,9.8,28.5,4104,18.98
38635.0,-5.5,21.4,131328,-14.41
38666.0,9.6,28.1,4104,18.86
38697.0,-3.9,22.0,131328,-10.05
38729.0,8.9,28.2,4104,17.52
38760.0,-5.5,21.2,131328,-14.54
38791.0,9.2,27.9,4104,18.25
38822.0,-5.6,21.0,131328,-14.93
38853.0,8.9,28.1,4104,17.57
38884.0,-5.5,20.9,131328,-14.74
38916.0,9.1,27.9,4104,18.06
38947.0,-5.6,20.7,131328,-15.14
38978.0,8.9,27.9,4104,17.69
39009.0,-5.7,20.6,131328,-15.47
39040.0,9.0,28.1,4104,17.76
39072.0,-5.5,20.6,131328,-14.95
39103.0,9.0,28.0,4104,17.82
39134.0,-5.6,20.4,131328,-15.35
39165.0,8.7,27.8,4104,17.38
39196.0,-5.6,20.4,131328,-15.35
39228.0,9.0,27.4,4104,18.18
39259.0,-5.7,20.1,131328,-15.83
39290.0,9.1,27.7,4104,18.19
39321.0,-5.6,20.2,131328,-15.49
39352.0,9.5,27.8,4104,18.87
39384.0,-5.6,20.2,131328,-15.49
39415.0,9.3,27.4,4104,18.75
39446.0,-5.5,20.1,131328,-15.30
39477.0,8.5,27.6,4104,17.12
39508.0,-5.7,20.0,131328,-15.91
39539.0,9.5,27.7,4104,18.93
39571.0,-5.7,20.1,131328,-15.83
39602.0,9.5,27.6,4104,18.99
39633.0,-5.7,20.0,131328,-15.91
39664.0,8.9,27.8,4104,17.75
39695.0,-5.8,20.0,131328,-16.17
39727.0,9.1,27.5,4104,18.31
39758.0,-5.5,19.9,131328,-15.45
39789.0,8.7,27.7,4104,17.44
39820.0,-5.6,20.1,131328,-15.57
39851.0,8.9,27.5,4104,17.93
39883.0,-5.5,20.2,131328,-15.23
39914.0,9.3,27.5,4104,18.68
39945.0,-5.5,20.2,131328,-15.23
39976.0,9.3,27.5,4104,18.68
40007.0,-5.6,20.3,131328,-15.42
40038.0,9.7,27.9,4104,19.17
40070.0,-5.7,20.4,131328,-15.61
40101.0,9.5,28.0,4104,18.74
40132.0,-5.6,20.6,131328,-15.21
40163.0,9.6,28.1,4104,18.86
40194.0,-5.7,20.7,131328,-15.40
40226.0,9.1,27.8,4104,18.13
40257.0,-5.7,21.0,131328,-15.19
40288.0,9.5,28.3,4104,18.56
40319.0,-5.7,21.2,131328,-15.05
40350.0,9.5,28.1,4104,18.68
40382.0,-5.6,21.4,131328,-14.66
40413.0,9.0,28.5,4104,17.53
40444.0,-5.6,21.6,131328,-14.53
40475.0,9.1,28.4,4104,17.77
40506.0,-5.3,21.8,131328,-13.66
40538.0,9.3,28.2,4104,18.25
40569.0,-5.6,21.7,131328,-14.47
40600.0,9.2,28.7,4104,17.77
40631.0,-5.6,22.2,131328,-14.16
40662.0,10.1,28.9,4104,19.26
40693.0,-5.3,22.4,131328,-13.31
40725.0,10.0,28.9,4104,19.09
40756.0,-5.4,22.7,131328,-13.38
40787.0,10.1,29.0,4104,19.20
40818.0,-5.3,23.1,131328,-12.92
40849.0,10.0,29.2,4104,18.90
40881.0,-5.5,23.3,131328,-13.28
40912.0,10.2,29.3,4104,19.19
40943.0,-5.3,23.5,131328,-12.71
40974.0,10.2,29.8,4104,18.90
41005.0,-5.4,23.9,131328,-12.73
41037.0,9.9,29.8,4104,18.38
41068.0,-5.5,24.2,131328,-12.80
41099.0,9.6,30.0,4104,17.74
41130.0,-5.3,24.4,131328,-12.26
41161.0,10.2,29.9,4104,18.84
41192.0,-5.4,24.8,131328,-12.28
41224.0,10.7,30.2,4104,19.51
41255.0,-5.3,25.2,131328,-11.88
41286.0,11.0,30.6,4104,19.77
41317.0,-5.3,25.4,131328,-11.79
41348.0,11.2,30.9,4104,19.92
41380.0,-5.3,25.9,131328,-11.56
41411.0,10.8,31.3,4104,19.04
