timestamp,Q,I,F,phase_deg
41442.0,-5.4,26.2,131328,-11.65
41473.0,11.3,31.5,4104,19.73
41504.0,-5.5,26.6,131328,-11.68
41536.0,11.2,31.7,4104,19.46
41567.0,-5.5,27.0,131328,-11.51
41598.0,10.9,32.0,4104,18.81
41629.0,-5.4,27.3,131328,-11.19
41660.0,11.1,31.9,4104,19.19
41692.0,-5.1,27.8,131328,-10.40
41723.0,11.3,32.4,4104,19.23
41754.0,-5.3,27.8,131328,-10.79
41785.0,11.7,32.6,4104,19.74
41816.0,-5.3,27.9,131328,-10.76
41847.0,11.3,32.6,4104,19.12
41879.0,-5.5,28.2,131328,-11.04
41910.0,11.9,32.6,4104,20.05
41941.0,-5.3,28.2,131328,-10.64
41972.0,11.6,32.6,4104,19.59
42003.0,-5.4,28.4,131328,-10.77
42035.0,11.3,32.7,4104,19.06
42066.0,-5.5,28.7,131328,-10.85
42097.0,11.4,32.7,4104,19.22
42128.0,-5.5,28.8,131328,-10.81
42159.0,11.5,32.6,4104,19.43
42191.0,-5.5,28.7,131328,-10.85
42222.0,11.7,32.8,4104,19.63
42253.0,-5.4,28.7,131328,-10.66
42284.0,10.9,33.0,4104,18.28
42315.0,-5.4,28.7,131328,-10.66
42346.0,11.5,32.6,4104,19.43
42378.0,-5.5,28.6,131328,-10.89
42409.0,11.4,32.4,4104,19.38
42440.0,-5.4,28.3,131328,-10.80
42471.0,11.3,32.1,4104,19.39
42502.0,-5.6,28.0,131328,-11.31
42534.0,11.6,32.1,4104,19.87
42565.0,-5.4,27.6,131328,-11.07
42596.0,10.8,32.0,4104,18.65
42627.0,-5.2,27.3,131328,-10.78
42658.0,10.9,31.5,4104,19.09
42690.0,-5.4,27.0,131328,-11.31
42721.0,10.9,31.7,4104,18.98
42752.0,-5.3,26.6,131328,-11.27
42783.0,11.4,31.3,4104,20.01
42814.0,-5.4,26.3,131328,-11.60
42846.0,10.5,31.2,4104,18.60
42877.0,-4.9,25.9,131328,-10.71
42908.0,10.2,30.8,4104,18.32
42939.0,-5.2,25.3,131328,-11.61
42970.0,10.8,30.2,4104,19.68
43001.0,-5.3,25.0,131328,-11.97
43033.0,10.8,30.2,4104,19.68
43064.0,-5.3,24.7,131328,-12.11
43095.0,10.7,30.1,4104,19.57
43126.0,-5.2,24.3,131328,-12.08
43157.0,10.3,30.0,4104,18.95
43189.0,-5.3,24.0,131328,-12.45
43220.0,10.1,29.9,4104,18.66
43251.0,-5.3,23.7,131328,-12.61
43282.0,10.4,29.5,4104,19.42
43313.0,-5.4,23.5,131328,-12.94
43345.0,9.8,29.5,4104,18.38
43376.0,-5.4,23.0,131328,-13.21
43407.0,9.8,28.9,4104,18.73
43438.0,-5.5,22.8,131328,-13.56
43469.0,9.4,29.2,4104,17.84
43500.0,-5.5,22.6,131328,-13.68
43532.0,9.8,29.1,4104,18.61
43563.0,-5.6,22.3,131328,-14.10
43594.0,9.8,28.6,4104,18.91
43625.0,-5.4,22.2,131328,-13.67
43656.0,9.3,28.8,4104,17.90
43688.0,-5.4,21.8,131328,-13.91
43719.0,9.6,28.4,4104,18.68
43750.0,-5.4,21.7,131328,-13.97
43781.0,9.5,28.6,4104,18.37
43812.0,-5.7,21.4,131328,-14.91
43844.0,9.1,28.5,4104,17.71
43875.0,-5.6,21.3,131328,-14.73
43906.0,9.3,27.9,4104,18.43
43937.0,-5.6,21.1,131328,-14.86
43968.0,9.8,28.2,4104,19.16
44000.0,-5.7,21.0,131328,-15.19
44031.0,9.6,28.1,4104,18.86
44062.0,-5.3,20.9,131328,-14.23
44093.0,8.9,28.1,4104,17.57
44124.0,-5.6,20.6,131328,-15.21
44155.0,8.8,27.9,4104,17.51
44187.0,-5.6,20.4,131328,-15.35
44218.0,9.0,27.5,4104,18.12
44249.0,-5.6,20.3,131328,-15.42
44280.0,8.7,27.8,4104,17.38
44311.0,-5.7,20.1,131328,-15.83
44343.0,9.2,27.6,4104,18.43
44374.0,-5.7,20.1,131328,-15.83
44405.0,9.2,27.5,4104,18.50
44436.0,-5.5,20.0,131328,-15.38
44467.0,9.3,27.5,4104,18.68
44499.0,-5.6,19.9,131328,-15.72
44530.0,8.6,27.6,4104,17.31
44561.0,-5.7,19.9,131328,-15.98
44592.0,8.7,27.7,4104,17.44
44623.0,-5.7,19.7,131328,-16.14
44654.0,9.1,27.5,4104,18.31
44686.0,-5.7,19.7,131328,-16.14
44717.0,8.6,27.5,4104,17.37
44748.0,-5.7,19.7,131328,-16.14
44779.0,8.8,27.1,4104,17.99
44810.0,-5.9,19.6,131328,-16.75
44842.0,9.2,27.4,4104,18.56
44873.0,-5.7,19.7,131328,-16.14
44904.0,8.5,27.7,4104,17.06
44935.0,-5.8,19.8,131328,-16.33
44966.0,9.1,27.4,4104,18.37
44998.0,-5.7,19.8,131328,-16.06
45029.0,9.1,27.5,4104,18.31
45060.0,-5.7,19.8,131328,-16.06
45091.0,9.2,27.4,4104,18.56
45122.0,-5.7,19.8,131328,-16.06
45153.0,8.8,27.5,4104,17.74
45185.0,-5.8,19.8,131328,-16.33
45216.0,9.3,27.5,4104,18.68
45247.0,-5.8,19.8,131328,-16.33
45278.0,8.6,27.2,4104,17.55
45309.0,-5.7,19.7,131328,-16.14
45341.0,9.4,27.7,4104,18.74
45372.0,-6.0,19.7,131328,-16.94
45403.0,8.6,27.7,4104,17.25
45434.0,-5.9,19.8,131328,-16.59
45465.0,9.0,27.3,4104,18.25
45497.0,-6.0,19.8,131328,-16.86
45528.0,9.2,27.4,4104,18.56
45559.0,-5.8,19.8,131328,-16.33
45590.0,8.5,27.7,4104,17.06
45621.0,-5.9,19.8,131328,-16.59
45653.0,9.0,27.4,4104,18.18
45684.0,-5.9,19.8,131328,-16.59
45715.0,8.8,27.3,4104,17.87
45746.0,-5.9,19.8,131328,-16.59
45777.0,9.2,27.5,4104,18.50
45808.0,-5.7,19.9,131328,-15.98
45840.0,9.5,27.8,4104,18.87
45871.0,-5.6,19.9,131328,-15.72
45902.0,8.7,27.7,4104,17.44
45933.0,-5.8,20.0,131328,-16.17
45964.0,9.4,27.6,4104,18.81
45996.0,-5.7,20.1,131328,-15.83
46027.0,9.0,28.0,4104,17.82
46058.0,-5.7,20.2,131328,-15.76
46089.0,9.0,27.5,4104,18.12
46120.0,-5.7,20.4,131328,-15.61
46152.0,9.7,28.0,4104,19.11
46183.0,-5.9,20.7,131328,-15.91
46214.0,9.0,28.0,4104,17.82
46245.0,-5.9,20.8,131328,-15.84
46276.0,9.6,28.1,4104,18.86
46307.0,-5.8,21.1,131328,-15.37
46339.0,9.2,28.3,4104,18.01
46370.0,-5.8,21.4,131328,-15.16
46401.0,9.4,28.8,4104,18.08
46432.0,-5.7,21.7,131328,-14.72
46463.0,9.1,28.4,4104,17.77
46495.0,-5.6,21.9,131328,-14.34
46526.0,9.3,29.0,4104,17.78
46557.0,-5.7,22.3,131328,-14.34
46588.0,10.0,29.0,4104,19.03
46619.0,-5.6,22.7,131328,-13.86
46651.0,10.0,29.5,4104,18.73
46682.0,-5.5,23.0,131328,-13.45
46713.0,10.2,29.3,4104,19.19
46744.0,-5.6,23.4,131328,-13.46
46775.0,9.7,29.8,4104,18.03
46807.0,-5.5,23.7,131328,-13.07
46838.0,10.3,29.8,4104,19.07
46869.0,-5.4,24.1,131328,-12.63
46900.0,9.9,30.1,4104,18.21
46931.0,-5.4,24.5,131328,-12.43
46962.0,10.7,30.5,4104,19.33
46994.0,-5.4,24.9,131328,-12.24
47025.0,10.3,30.3,4104,18.77
47056.0,-5.1,25.4,131328,-11.35
47087.0,10.4,30.7,4104,18.71
47118.0,-5.4,25.8,131328,-11.82
47150.0,10.7,31.0,4104,19.04
47181.0,-5.4,26.2,131328,-11.65
47212.0,11.1,31.3,4104,19.53
47243.0,-5.4,26.5,131328,-11.52
47274.0,11.0,31.9,4104,19.03
47306.0,-5.3,27.1,131328,-11.07
47337.0,10.7,32.0,4104,18.49
47368.0,-5.4,27.3,131328,-11.19
47399.0,11.1,31.7,4104,19.30
47430.0,-5.4,27.7,131328,-11.03
47461.0,11.5,32.0,4104,19.77
47493.0,-5.4,27.7,131328,-11.03
47524.0,11.3,32.6,4104,19.12
47555.0,-5.3,28.0,131328,-10.72
47586.0,11.3,32.1,4104,19.39
47617.0,-5.4,28.2,131328,-10.84
47649.0,11.7,32.6,4104,19.74
47680.0,-5.3,28.4,131328,-10.57
47711.0,11.5,33.1,4104,19.16
47742.0,-5.4,28.6,131328,-10.69
47773.0,12.0,33.0,4104,19.98
47805.0,-5.4,28.7,131328,-10.66
47836.0,11.5,32.7,4104,19.38
47867.0,-5.5,28.8,131328,-10.81
47898.0,11.6,32.7,4104,19.53
47929.0,-5.6,28.8,131328,-11.00
47961.0,11.6,33.2,4104,19.26
47992.0,-5.5,28.7,131328,-10.85
48023.0,11.7,33.1,4104,19.47
48054.0,-5.6,28.6,131328,-11.08
48085.0,11.2,32.7,4104,18.91
48116.0,-5.4,28.6,131328,-10.69
48148.0,12.0,32.8,4104,20.10
48179.0,-5.4,28.5,131328,-10.73
48210.0,11.3,32.9,4104,18.96
48241.0,-5.0,28.5,131328,-9.95
48272.0,11.3,32.8,4104,19.01
48304.0,-5.4,28.3,131328,-10.80
48335.0,11.6,32.5,4104,19.64
48366.0,-5.2,28.1,131328,-10.48
48397.0,11.3,32.1,4104,19.39
48428.0,-5.4,28.0,131328,-10.92
48460.0,11.6,32.2,4104,19.81
48491.0,-5.2,27.7,131328,-10.63
48522.0,10.8,32.3,4104,18.49
48553.0,-5.3,27.4,131328,-10.95
48584.0,10.8,32.2,4104,18.54
48615.0,-5.4,27.1,131328,-11.27
48647.0,11.4,31.8,4104,19.72
48678.0,-5.3,26.7,131328,-11.23
48709.0,11.1,31.3,4104,19.53
48740.0,-5.2,26.5,131328,-11.10
48771.0,11.3,31.3,4104,19.85
48803.0,-5.1,26.2,131328,-11.02
48834.0,10.2,30.7,4104,18.38
48865.0,-5.3,25.8,131328,-11.61
48896.0,10.2,30.9,4104,18.27
48927.0,-5.2,25.5,131328,-11.53
48959.0,10.9,30.6,4104,19.61
48990.0,-5.4,25.3,131328,-12.05
49021.0,10.8,30.7,4104,19.38
49052.0,-5.3,25.1,131328,-11.92
49083.0,10.3,30.1,4104,18.89
49115.0,-5.4,24.7,131328,-12.33
49146.0,10.7,30.3,4104,19.45
49177.0,-5.2,24.5,131328,-11.98
49208.0,9.9,30.1,4104,18.21
49239.0,-5.4,24.2,131328,-12.58
49270.0,10.2,30.2,4104,18.66
49302.0,-5.3,24.0,131328,-12.45
49333.0,10.2,29.6,4104,19.01
49364.0,-5.4,23.8,131328,-12.78
49395.0,10.3,29.8,4104,19.07
49426.0,-5.0,23.8,131328,-11.86
49458.0,10.0,29.8,4104,18.55
49489.0,-5.3,23.5,131328,-12.71
49520.0,10.5,29.6,4104,19.53
49551.0,-5.4,23.4,131328,-12.99
49582.0,10.3,29.5,4104,19.25
49614.0,-5.5,23.2,131328,-13.34
49645.0,10.2,29.2,4104,19.26
49676.0,-5.3,22.9,131328,-13.03
49707.0,9.9,29.4,4104,18.61
49738.0,-5.5,22.7,131328,-13.62
49769.0,9.6,28.8,4104,18.43
49801.0,-5.5,22.4,131328,-13.80
49832.0,9.8,29.3,4104,18.49
49863.0,-5.6,22.3,131328,-14.10
49894.0,10.1,28.9,4104,19.26
49925.0,-5.3,22.1,131328,-13.49
49957.0,9.5,28.9,4104,18.20
49988.0,-5.6,21.7,131328,-14.47
50019.0,9.5,28.6,4104,18.37
50050.0,-5.7,21.6,131328,-14.78
50081.0,9.4,28.1,4104,18.50
50113.0,-5.5,21.3,131328,-14.48
50144.0,9.7,28.5,4104,18.80
50175.0,-5.6,21.1,131328,-14.86
50206.0,9.0,28.4,4104,17.58
50237.0,-5.5,21.0,131328,-14.68
50269.0,9.1,28.0,4104,18.00
50300.0,-5.8,20.8,131328,-15.58
50331.0,9.5,28.0,4104,18.74
50362.0,-5.6,20.7,131328,-15.14
50393.0,9.7,28.1,4104,19.04
50424.0,-5.5,20.7,131328,-14.88
50456.0,9.1,27.7,4104,18.19
50487.0,-5.7,20.4,131328,-15.61
50518.0,9.0,28.2,4104,17.70
50549.0,-5.7,20.4,131328,-15.61
50580.0,9.3,27.8,4104,18.50
50612.0,-5.7,20.3,131328,-15.68
50643.0,8.6,28.0,4104,17.07
50674.0,-5.8,20.4,131328,-15.87
50705.0,9.0,27.6,4104,18.06
50736.0,-5.8,20.2,131328,-16.02
50768.0,9.0,28.1,4104,17.76
50799.0,-5.8,20.0,131328,-16.17
50830.0,8.9,27.8,4104,17.75
50861.0,-5.9,20.2,131328,-16.28
50892.0,9.1,28.1,4104,17.94
50923.0,-5.9,20.1,131328,-16.36
50955.0,9.5,27.9,4104,18.80
50986.0,-5.8,20.2,131328,-16.02
51017.0,9.4,28.1,4104,18.50
51048.0,-5.8,20.1,131328,-16.10
51079.0,9.5,28.0,4104,18.74
51111.0,-5.9,20.1,131328,-16.36
51142.0,9.2,27.7,4104,18.37
51173.0,-5.8,20.1,131328,-16.10
51204.0,9.4,27.8,4104,18.68
51235.0,-5.5,20.2,131328,-15.23
51267.0,8.7,27.9,4104,17.32
51298.0,-5.8,20.1,131328,-16.10
51329.0,8.9,28.0,4104,17.63
51360.0,-5.7,20.1,131328,-15.83
51391.0,8.9,28.1,4104,17.57
51423.0,-5.7,20.1,131328,-15.83
51454.0,9.1,28.1,4104,17.94
51485.0,-5.9,20.1,131328,-16.36
51516.0,8.8,28.1,4104,17.39
51547.0,-5.8,20.2,131328,-16.02
51578.0,9.0,27.7,4104,18.00
51610.0,-5.8,20.1,131328,-16.10
51641.0,9.2,28.0,4104,18.19
51672.0,-5.8,20.2,131328,-16.02
51703.0,9.6,28.0,4104,18.92
51734.0,-5.8,20.4,131328,-15.87
51766.0,9.5,28.0,4104,18.74
51797.0,-5.7,20.4,131328,-15.61
51828.0,9.5,28.0,4104,18.74
51859.0,-5.8,20.7,131328,-15.65
51890.0,9.0,28.1,4104,17.76
51922.0,-5.7,20.9,131328,-15.26
51953.0,9.7,28.4,4104,18.86
51984.0,-5.8,21.1,131328,-15.37
52015.0,9.8,28.4,4104,19.04
52046.0,-5.6,21.5,131328,-14.60
52077.0,9.2,28.4,4104,17.95
52109.0,-5.7,21.7,131328,-14.72
52140.0,9.4,28.4,4104,18.31
52171.0,-5.7,21.9,131328,-14.59
52202.0,9.3,28.8,4104,17.90
52233.0,-5.7,22.3,131328,-14.34
52265.0,9.6,28.8,4104,18.43
52296.0,-5.8,22.6,131328,-14.39
52327.0,10.3,29.4,4104,19.31
52358.0,-5.4,23.1,131328,-13.16
52389.0,10.1,29.4,4104,18.96
52421.0,-5.7,23.3,131328,-13.75
52452.0,9.5,29.4,4104,17.91
52483.0,-5.5,23.7,131328,-13.07
52514.0,9.7,29.9,4104,17.97
52545.0,-5.5,24.2,131328,-12.80
52576.0,9.9,30.1,4104,18.21
52608.0,-5.6,24.7,131328,-12.77
52639.0,10.9,30.4,4104,19.73
52670.0,-5.3,24.9,131328,-12.02
52701.0,10.9,30.4,4104,19.73
52732.0,-5.3,25.3,131328,-11.83
52764.0,11.1,30.8,4104,19.82
52795.0,-5.3,25.7,131328,-11.65
52826.0,11.1,31.0,4104,19.70
52857.0,-5.3,26.0,131328,-11.52
52888.0,10.6,31.0,4104,18.88
52920.0,-5.4,26.4,131328,-11.56
52951.0,10.8,31.2,4104,19.09
52982.0,-5.4,26.8,131328,-11.39
53013.0,10.9,31.5,4104,19.09
53044.0,-5.0,27.2,131328,-10.42
53076.0,11.2,31.7,4104,19.46
53107.0,-5.5,27.5,131328,-11.31
53138.0,11.0,32.4,4104,18.75
53169.0,-5.4,27.8,131328,-10.99
53200.0,11.0,32.6,4104,18.65
53231.0,-5.4,28.2,131328,-10.84
53263.0,12.0,32.7,4104,20.15
53294.0,-5.4,28.2,131328,-10.84
53325.0,11.6,32.8,4104,19.48
53356.0,-5.4,28.3,131328,-10.80
53387.0,12.0,32.7,4104,20.15
53419.0,-5.5,28.4,131328,-10.96
53450.0,11.4,32.9,4104,19.11
53481.0,-5.5,28.5,131328,-10.92
53512.0,11.9,32.7,4104,20.00
53543.0,-5.5,28.5,131328,-10.92
53575.0,12.1,32.9,4104,20.19
53606.0,-5.6,28.5,131328,-11.12
53637.0,11.1,32.6,4104,18.80
53668.0,-5.5,28.6,131328,-10.89
53699.0,11.5,32.4,4104,19.54
53730.0,-5.7,28.4,131328,-11.35
53762.0,11.5,32.5,4104,19.49
53793.0,-5.4,28.2,131328,-10.84
53824.0,11.9,32.6,4104,20.05
53855.0,-5.4,28.0,131328,-10.92
53886.0,11.6,32.1,4104,19.87
53918.0,-5.3,27.5,131328,-10.91
53949.0,10.8,31.9,4104,18.70
53980.0,-5.3,27.1,131328,-11.07
54011.0,11.0,31.3,4104,19.36
54042.0,-5.5,26.6,131328,-11.68
54074.0,11.4,31.4,4104,19.95
54105.0,-5.3,26.3,131328,-11.39
54136.0,10.5,31.0,4104,18.71
54167.0,-5.2,25.9,131328,-11.35
54198.0,10.9,30.7,4104,19.55
54230.0,-5.0,25.6,131328,-11.05
54261.0,11.1,30.8,4104,19.82
54292.0,-5.4,25.1,131328,-12.14
54323.0,10.3,30.1,4104,18.89
54354.0,-5.4,24.8,131328,-12.28
54385.0,10.2,29.8,4104,18.90
54417.0,-5.4,24.5,131328,-12.43
54448.0,10.7,30.1,4104,19.57
54479.0,-5.4,24.1,131328,-12.63
54510.0,10.6,29.9,4104,19.52
54541.0,-5.3,23.9,131328,-12.50
54573.0,9.8,29.5,4104,18.38
54604.0,-5.5,23.5,131328,-13.17
54635.0,10.3,29.5,4104,19.25
54666.0,-5.5,23.2,131328,-13.34
54697.0,9.5,29.3,4104,17.96
54729.0,-5.5,22.9,131328,-13.51
54760.0,9.7,29.0,4104,18.49
54791.0,-5.6,22.6,131328,-13.92
54822.0,9.1,28.8,4104,17.54
54853.0,-5.6,22.5,131328,-13.98
54884.0,9.6,28.6,4104,18.56
54916.0,-5.6,22.1,131328,-14.22
54947.0,10.1,28.8,4104,19.33
54978.0,-5.5,22.2,131328,-13.91
55009.0,9.8,28.6,4104,18.91
55040.0,-5.6,22.0,131328,-14.28
55072.0,10.1,28.8,4104,19.33
55103.0,-5.4,21.8,131328,-13.91
55134.0,9.8,28.4,4104,19.04
55165.0,-5.5,21.7,131328,-14.22
55196.0,9.4,28.4,4104,18.31
55228.0,-5.6,21.6,131328,-14.53
55259.0,10.0,28.6,4104,19.27
55290.0,-5.5,21.4,131328,-14.41
55321.0,10.0,28.5,4104,19.33
55352.0,-5.5,21.3,131328,-14.48
55384.0,9.0,28.5,4104,17.53
55415.0,-5.5,21.4,131328,-14.41
55446.0,9.4,28.2,4104,18.43
55477.0,-5.6,21.1,131328,-14.86
55508.0,9.2,27.9,4104,18.25
55539.0,-5.8,20.9,131328,-15.51
55571.0,9.2,28.4,4104,17.95
55602.0,-5.8,20.7,131328,-15.65
55633.0,9.4,28.0,4104,18.56
55664.0,-5.8,20.8,131328,-15.58
55695.0,9.7,28.3,4104,18.92
55727.0,-5.8,20.7,131328,-15.65
55758.0,9.8,28.2,4104,19.16
55789.0,-5.7,20.7,131328,-15.40
55820.0,9.6,28.0,4104,18.92
55851.0,-5.7,20.7,131328,-15.40
55883.0,8.9,28.1,4104,17.57
55914.0,-5.8,20.6,131328,-15.72
55945.0,9.6,27.9,4104,18.99
55976.0,-5.7,20.6,131328,-15.47
56007.0,9.0,27.7,4104,18.00
56038.0,-5.6,20.4,131328,-15.35
56070.0,9.7,28.2,4104,18.98
56101.0,-5.8,20.5,131328,-15.80
56132.0,8.8,28.1,4104,17.39
56163.0,-5.7,20.4,131328,-15.61
56194.0,9.1,27.7,4104,18.19
56226.0,-5.8,20.2,131328,-16.02
56257.0,9.2,27.8,4104,18.31
56288.0,-5.7,20.4,131328,-15.61
56319.0,9.4,27.8,4104,18.68
56350.0,-5.7,20.3,131328,-15.68
56382.0,8.7,28.0,4104,17.26
56413.0,-5.9,20.3,131328,-16.21
56444.0,9.6,27.9,4104,18.99
56475.0,-5.9,20.3,131328,-16.21
56506.0,8.8,28.1,4104,17.39
56538.0,-5.8,20.3,131328,-15.95
56569.0,8.9,27.9,4104,17.69
56600.0,-5.9,20.3,131328,-16.21
56631.0,8.7,28.0,4104,17.26
56662.0,-6.0,20.2,131328,-16.54
56693.0,9.6,28.0,4104,18.92
56725.0,-5.9,20.2,131328,-16.28
56756.0,9.5,27.8,4104,18.87
56787.0,-5.7,20.3,131328,-15.68
56818.0,9.6,27.9,4104,18.99
56849.0,-5.7,20.4,131328,-15.61
56881.0,9.6,28.1,4104,18.86
56912.0,-5.9,20.4,131328,-16.13
56943.0,8.9,28.0,4104,17.63
56974.0,-5.7,20.5,131328,-15.54
57005.0,9.6,28.0,4104,18.92
57037.0,-5.7,20.7,131328,-15.40
57068.0,9.1,28.0,4104,18.00
57099.0,-5.8,20.9,131328,-15.51
57130.0,9.5,28.3,4104,18.56
57161.0,-5.7,21.2,131328,-15.05
57192.0,9.7,28.4,4104,18.86
57224.0,-5.4,21.5,131328,-14.10
57255.0,9.3,28.8,4104,17.90
57286.0,-5.7,21.7,131328,-14.72
57317.0,9.6,29.0,4104,18.32
57348.0,-5.8,22.0,131328,-14.77
57380.0,9.7,28.7,4104,18.67
57411.0,-5.6,22.2,131328,-14.16
57442.0,10.1,29.2,4104,19.08
57473.0,-5.3,22.7,131328,-13.14
57504.0,9.6,29.5,4104,18.03
57536.0,-5.5,23.0,131328,-13.45
57567.0,9.6,29.5,4104,18.03
57598.0,-5.7,23.3,131328,-13.75
57629.0,10.4,29.6,4104,19.36
57660.0,-5.4,23.6,131328,-12.89
57692.0,9.8,30.0,4104,18.09
57723.0,-5.5,24.0,131328,-12.91
57754.0,10.1,29.7,4104,18.78
57785.0,-5.5,24.2,131328,-12.80
57816.0,9.8,30.3,4104,17.92
57847.0,-5.5,24.6,131328,-12.60
57879.0,10.8,30.2,4104,19.68
57910.0,-5.3,24.9,131328,-12.02
57941.0,10.3,30.2,4104,18.83
57972.0,-5.4,25.2,131328,-12.09
58003.0,10.8,30.5,4104,19.50
58035.0,-5.4,25.5,131328,-11.96
58066.0,10.6,30.5,4104,19.16
58097.0,-5.5,25.8,131328,-12.03
58128.0,10.4,31.1,4104,18.49
58159.0,-5.4,26.2,131328,-11.65
58191.0,11.4,31.5,4104,19.90
58222.0,-5.3,26.5,131328,-11.31
58253.0,11.2,31.5,4104,19.57
58284.0,-5.4,26.9,131328,-11.35
58315.0,10.9,31.7,4104,18.98
58346.0,-5.5,27.3,131328,-11.39
58378.0,11.2,31.7,4104,19.46
58409.0,-5.0,27.5,131328,-10.30
58440.0,11.4,31.9,4104,19.67
58471.0,-5.4,27.4,131328,-11.15
58502.0,10.9,32.1,4104,18.76
58534.0,-5.3,27.6,131328,-10.87
58565.0,11.4,32.0,4104,19.61
58596.0,-5.4,27.6,131328,-11.07
58627.0,11.2,32.0,4104,19.29
58658.0,-5.3,28.0,131328,-10.72
58690.0,11.7,32.2,4104,19.97
58721.0,-5.2,27.9,131328,-10.56
58752.0,11.2,32.5,4104,19.01
58783.0,-5.4,27.9,131328,-10.95
58814.0,11.3,32.0,4104,19.45
58846.0,-5.5,27.7,131328,-11.23
58877.0,11.0,32.2,4104,18.86
58908.0,-5.3,27.8,131328,-10.79
58939.0,11.8,32.2,4104,20.13
58970.0,-5.4,27.5,131328,-11.11
59001.0,11.5,32.0,4104,19.77
59033.0,-5.3,27.2,131328,-11.03
59064.0,10.9,31.9,4104,18.86
59095.0,-5.3,26.7,131328,-11.23
59126.0,11.0,31.1,4104,19.48
59157.0,-5.4,26.4,131328,-11.56
59189.0,11.1,31.1,4104,19.64
59220.0,-5.3,26.0,131328,-11.52
59251.0,10.5,31.1,4104,18.66
59282.0,-5.3,25.8,131328,-11.61
59313.0,10.3,30.8,4104,18.49
59345.0,-5.2,25.4,131328,-11.57
59376.0,10.7,30.3,4104,19.45
59407.0,-5.5,24.9,131328,-12.46
59438.0,10.2,30.5,4104,18.49
59469.0,-5.2,24.7,131328,-11.89
59500.0,10.5,29.9,4104,19.35
59532.0,-5.4,24.4,131328,-12.48
59563.0,10.6,29.7,4104,19.64
59594.0,-4.9,24.3,131328,-11.40
59625.0,10.5,29.9,4104,19.35
59656.0,-5.3,23.7,131328,-12.61
59688.0,9.9,29.3,4104,18.67
59719.0,-5.5,23.4,131328,-13.23
59750.0,9.8,29.2,4104,18.55
59781.0,-5.4,23.2,131328,-13.10
59812.0,9.9,29.3,4104,18.67
59844.0,-5.4,22.9,131328,-13.27
59875.0,9.7,28.8,4104,18.61
59906.0,-5.6,22.7,131328,-13.86
59937.0,10.2,28.9,4104,19.44
59968.0,-5.2,22.4,131328,-13.07
60000.0,9.6,28.5,4104,18.62
60031.0,-5.6,22.1,131328,-14.22
60062.0,10.1,28.8,4104,19.33
60093.0,-5.4,22.1,131328,-13.73
60124.0,9.4,28.9,4104,18.02
60155.0,-5.5,21.7,131328,-14.22
60187.0,9.6,28.6,4104,18.56
60218.0,-5.8,21.8,131328,-14.90
60249.0,9.4,28.3,4104,18.37
60280.0,-5.7,21.4,131328,-14.91
60311.0,9.9,28.5,4104,19.16
60343.0,-5.6,21.4,131328,-14.66
60374.0,9.9,28.4,4104,19.22
60405.0,-5.7,21.4,131328,-14.91
60436.0,9.2,28.3,4104,18.01
60467.0,-5.8,21.1,131328,-15.37
60499.0,9.3,28.0,4104,18.37
60530.0,-5.8,21.1,131328,-15.37
60561.0,9.7,28.3,4104,18.92
60592.0,-5.6,21.0,131328,-14.93
60623.0,9.6,28.1,4104,18.86
60654.0,-5.8,20.8,131328,-15.58
60686.0,9.5,28.0,4104,18.74
60717.0,-5.7,20.9,131328,-15.26
60748.0,9.1,27.8,4104,18.13
60779.0,-5.9,20.6,131328,-15.98
60810.0,9.2,27.6,4104,18.43
60842.0,-5.7,20.6,131328,-15.47
60873.0,8.9,28.0,4104,17.63
60904.0,-5.8,20.7,131328,-15.65
60935.0,9.6,28.0,4104,18.92
60966.0,-5.7,20.7,131328,-15.40
60998.0,9.0,27.8,4104,17.94
61029.0,-5.7,20.6,131328,-15.47
61060.0,9.3,27.8,4104,18.50
61091.0,-5.7,20.6,131328,-15.47
61122.0,9.2,28.1,4104,18.13
61153.0,-5.7,20.5,131328,-15.54
61185.0,9.4,27.8,4104,18.68
61216.0,-5.7,20.4,131328,-15.61
61247.0,8.8,27.9,4104,17.51
61278.0,-5.8,20.5,131328,-15.80
61309.0,9.4,27.8,4104,18.68
61341.0,-5.6,20.4,131328,-15.35
61372.0,9.6,28.1,4104,18.86
61403.0,-5.5,20.5,131328,-15.02
61434.0,9.2,27.7,4104,18.37
61465.0,-5.6,20.4,131328,-15.35
61497.0,9.0,28.2,4104,17.70
61528.0,-5.8,20.3,131328,-15.95
61559.0,9.5,28.0,4104,18.74
61590.0,-5.8,20.3,131328,-15.95
61621.0,9.1,27.7,4104,18.19
61653.0,-5.9,20.3,131328,-16.21
61684.0,8.8,27.9,4104,17.51
61715.0,-5.7,20.3,131328,-15.68
61746.0,9.5,27.8,4104,18.87
61777.0,-5.7,20.4,131328,-15.61
61808.0,9.0,27.6,4104,18.06
61840.0,-5.7,20.3,131328,-15.68
61871.0,9.0,27.6,4104,18.06
61902.0,-5.7,20.3,131328,-15.68
61933.0,9.4,27.8,4104,18.68
61964.0,-5.6,20.5,131328,-15.28
61996.0,9.2,28.1,4104,18.13
62027.0,-5.7,20.6,131328,-15.47
62058.0,9.8,28.2,4104,19.16
62089.0,-5.9,20.8,131328,-15.84
62120.0,9.6,28.0,4104,18.92
62152.0,-5.6,20.8,131328,-15.07
